,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review
315,315,"바이탈 수퍼 알부민 엑스트라 강도 퓨어 내츄럴 1 500mg 200 캡슐 슈퍼 엑스트라 골드, 1병, 200 소프트젤, 200정",2022.04.12,"뚜껑여는순간 밀폐되어있지도 않아서 찝찝해요
뜯었던거 판매한거같아요",1.0,최* ,"['뚜껑', '순간', '밀폐', '되어다', '않다', '찝찝하다', '뜯다', '판매', '같다']",뚜껑 밀폐 찝찝하다 판매
317,317,"바이탈 수퍼 알부민 엑스트라 강도 퓨어 내츄럴 1 500mg 200 캡슐 슈퍼 엑스트라 골드, 1병, 200 소프트젤, 200정",2022.07.03,"한통 다 먹고 다시 구매함

붓기를 덜하게하려고 구매한건데 효과가 얼마나 있는지는 모르겠지만 끊기그래서 더 구매함",3.0,오*정 ,"['먹다', '다시', '구매', '붓기', '덜하다', '효과', '얼마나', '있다', '모르다', '끊기다', '그래서', '구매']",다시 구매 붓기 덜하다 모르다 끊기다 구매
320,320,"바이탈 수퍼 알부민 엑스트라 강도 퓨어 내츄럴 1 500mg 200 캡슐 슈퍼 엑스트라 골드, 1병, 200 소프트젤, 200정",2022.07.03,"일단 가격이 저렴함
알부민이 부족해도 잘 붓는다길래 구입해봄
좀 덜 붓는거같기도 그대로 인것같기도..",3.0,오*정 ,"['일단', '가격', '저렴하다', '알부민', '부족하다', '자다', '붓다', '구입', '해보다', '붓다', '같다', '그대로', '이다', '같다']",가격 저렴하다 알부민 부족하다 붓다 구입 해보다 붓다 그대로
342,342,"숫사슴 녹혈 뉴질랜드 숫사슴녹혈 100% 피로회복제 피로회복영양제 만성피로 영양제 만성피로회복제 자양강장제 사은품증정, 1박스 2개월분 사은품증정",2022.08.31,"오늘로6개 째 먹었는데 회사츨근 커피를 먹으려고 하는데 신물이 약간 넘어왔는데 딱 숫사슴그거만 넘어옮 윽..
그러고 머리가 더 무거워진거 같음
(아침에 다른거랑 해서 5개먹었는데 그거만 넘어오냐)~윽..",1.0,김*두 ,"['오늘', '째다', '먹다', '회사', '츨근', '커피', '먹다', '하다', '신물', '약간', '넘어오다', '사슴', '그거', '넘어옮', '그렇다', '머리', '무겁다', '같다', '아침', '하다', '먹다', '그거', '넘어오다']",째다 회사 츨근 커피 신물 넘어오다 사슴 넘어옮 그렇다 무겁다 넘어오다
363,363,"숫사슴 녹혈 뉴질랜드 숫사슴녹혈 100% 피로회복제 피로회복영양제 만성피로 영양제 만성피로회복제 자양강장제 사은품증정, 1박스 2개월분 사은품증정",2023.07.17,"효과는 복용해봐야 알것같애요
너무 비싸요",3.0,김*구 ,"['효과', '복용', '해보다', '알다', '같다', '너무', '비싸다']",복용 해보다 알다 비싸다
375,375,"코어업 활력 충전, 60정, 3개",2021.04.26,"코어업이 되는건지 잘 모르겠어요...

시험을 해 볼수가 없어요......ㅠ.ㅠ

근데 아침에 일어날때는 느낌이 다르다는 것을

알 수 있습니다.",3.0,김*탁 ,"['코어', '되다', '건지다', '자다', '모르다', '시험', '보다', '없다', '근데', '아침', '일어나다', '느낌', '다르다', '있다']",코어 건지다 모르다 시험 근데 일어나다 다르다
378,378,"코어업 활력 충전, 60정, 3개",2020.09.17,"빠르게 잘 받았습니다.
지인에게 추천받고 샀는데
제게는 기존 먹던것과 별반 차이가 없었네요.
사람마다 다르겠죠.",3.0,몽환 ,"['빠르다', '자다', '받다', '지인', '추천', '받다', '사다', '기존', '먹다', '별반', '차이', '없다', '사람', '다르다']",지인 추천 사다 기존 별반 차이 다르다
383,383,"코어업 활력 충전, 60정, 3개",2020.05.12,"차이 없음
아예 비타민C 먹는것이 나을것
홍보만 요란
최근에 구입한 영양제 중에 가장 후회막급. ㅜ",1.0,갓잡은생선 ,"['차이', '없다', '아예', '비타민', '먹다', '나다', '홍보', '요란', '최근', '구입', '양제', '가장', '후회']",차이 아예 비타민 홍보 요란 구입 양제 가장 후회
395,395,"코어업 활력 충전, 60정, 3개",2021.04.27,뭐가 좋다고 하는지 모르겠음.!!! 아직까지는.! ㅠ,3.0,황*섭 ,"['좋다', '하다', '모르다', '아직']",좋다 모르다 아직
428,428,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2023.02.18,"꾸준히 먹어주는게 건강에 도움을 주는 것 같아 먹고 있습니다.
알약 사이즈도 적당하고 암웨이는 모두 좋다고들 하는데 ~~
정말 좋은것인지는 잘 모르겠지만 어쨌거나 사람이 먹는거라 잘 만들었겠죠.
믿고 먹습니다.
그런데 지난번에 작은 통을 구매했었는데 그것보다 유통기한은 넉넉치 못하네요.
그때까지는 먹기는 하지만 사람 욕심이라는게 있어서 뭐든 넉넉한걸로 좋아하자나요.
그런데 모두가 통이 정품이다 가짜다 하는데~ 정말 뭐가 정품인건지 모르겠어요.
모두 양심만은 버리지 말았으면 좋겠습니다.
또 꾸준히 먹어보고 구매할게요.",3.0,부자될년 ,"['꾸준하다', '먹어주다', '건강', '도움', '주다', '같다', '먹다', '있다', '알약', '사이즈', '적당하다', '암웨이', '모두', '좋다', '들다', '하다', '정말', '좋다', '자다', '모르다', '어쨌거', '사람', '먹다', '자다', '만들다', '믿다', '먹다', '그런데', '지난번', '작다', '구매', '하다', '그것', '유통', '기한', '하다', '그때', '먹기', '하지만', '사람', '욕심', '있다', '넉넉하다', '좋아하다', '그런데', '모두', '정품', '가짜', '하다', '정말', '정품', '건지다', '모르다', '모두', '양심', '버리다', '말다', '좋다', '꾸준하다', '먹다', '보고', '구매', '하다']",꾸준하다 먹어주다 건강 도움 알약 사이즈 적당하다 암웨이 좋다 정말 좋다 모르다 어쨌거 만들다 믿다 그런데 지난번 작다 구매 먹기 하지만 욕심 좋아하다 그런데 정품 가짜 정말 정품 건지다 모르다 양심 버리다 좋다 꾸준하다 구매
450,450,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2021.10.25,"같은걸 주문했는데 통이 이렇게 달라요
이유가 뭔지",3.0,박*은 ,"['같다', '주문', '하다', '이렇게', '달라', '이유']",주문 이렇게 달라 이유
456,456,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2022.04.15,"정품이 맞는지 의심이 드네요...
암웨이에서 꾸준히 먹는 제품인데...
몇천원 싸길래 구매를 했는데....
정품은 제품입구에 봉해져서, 뜯어서 먹기 시작하느네.
이건 완전개봉되서 왔네요.",1.0,오*민 ,"['정품', '맞다', '의심', '드네', '암웨이', '꾸준하다', '먹다', '제품', '천원', '싸다', '구매', '하다', '품다', '제품', '입구', '하다', '뜯다', '먹기', '시작', '하다', '완전', '개봉', '되다', '오다']",정품 맞다 의심 드네 암웨이 꾸준하다 제품 천원 싸다 구매 품다 제품 입구 먹기 시작 개봉
462,462,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2018.08.09,"이상품 몇년째 꾸준히 먹고있음
몸상태는 예전보다 많이 좋아졋음
비싸서 돈 아끼는것보다는 먹어서
남는게 건강한거 빼고는 없음
꾸준하게 계속 드셔서 유지중",2.0,하*희 ,"['상품', '꾸준하다', '먹다', '상태', '예전', '많이', '좋아졋음', '비싸다', '아끼다', '먹다', '남다', '건강하다', '빼다', '없다', '꾸준하다', '계속', '들다', '유지']",상품 꾸준하다 상태 좋아졋음 비싸다 아끼다 남다 건강하다 빼다 꾸준하다 유지
465,465,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2017.04.21,"유명해서 구매했습니다
모유수유 중인데 칼슘을 먹어야해서 구매했어요
비타민 디도 모유수유에 필요한데 같이 섭취할 수 있어 조금 비싸도 구매했습니다",3.0,유*경 ,"['유명하다', '구매', '하다', '모유수유', '칼슘', '먹다', '야하다', '구매', '하다', '비타민', '디도', '모유수유', '필요하다', '같이', '섭취', '하다', '있다', '조금', '비싸다', '구매', '하다']",유명하다 구매 모유수유 칼슘 야하다 구매 비타민 디도 모유수유 필요하다 섭취 비싸다 구매
466,466,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2018.07.16,"칼슘보충제로먹어요
좋다하니먹습니다
그냥꾸준히먹는 칼슘제예요
좋은지나쁜지는. 아무것도느끼지못합니다
그냥먹어두면좋다하니먹습니다",3.0,이*서 ,"['칼슘', '보충', '제로', '먹다', '좋다', '먹다', '그냥', '꾸준하다', '먹다', '칼슘', '제예', '좋다', '나쁘다', '느끼다', '하다', '그냥', '먹다', '두다', '좋다', '먹다']",칼슘 보충 제로 좋다 꾸준하다 칼슘 제예 좋다 나쁘다 느끼다 두다 좋다
470,470,"암웨이 칼맥 디 멀티비타민 무기질, 360정, 1개",2017.09.29,"열심히 먹고 있는데 다른 칼슘제에 비해 흡수율이 높지는 않은것같아요. 비싸서 좋은줄알았는데, 대신 크기는 적당해서 목넘김 좋아요.",3.0,이*천 ,"['열심히', '먹다', '있다', '다른', '칼슘', '비다', '흡수', '높다', '않다', '같다', '비싸다', '좋다', '은줄', '알다', '대신', '크기', '적당하다', '넘김', '좋다']",칼슘 비다 흡수 높다 비싸다 좋다 은줄 알다 크기 적당하다 넘김 좋다
479,479,"생생드림 마카환 페루산, 1개, 250g",2018.08.14,너무 어처구니 없고 황당!!!! 물건 받자마자 후기쓰려 들어가보니 가격이 천원 껄어진거여? 두개 구매했는데 2.000원 넘게 구매한거 생각하니 사기당한 기분 ! 아니 일주일도 아니고 하루밤 사이에 가격 이렇게 인하할수 있어요?!!! 참나.::,2.0,식탐이 ,"['너무', '어처구니', '없다', '황당', '물건', '받다', '후기', '쓰리다', '들어가다', '보다', '가격', '천원', '어진', '거여', '구매', '하다', '넘다', '생각', '하다', '사기', '기분', '아니다', '일주일', '아니다', '하루', '사이', '가격', '이렇게', '인하', '하다', '있다', '참나']",어처구니 황당 물건 후기 쓰리다 가격 천원 어진 거여 구매 넘다 사기 기분 아니다 아니다 사이 가격 이렇게 인하 참나
484,484,"생생드림 마카환 페루산, 1개, 250g",2017.02.05,"냄새가...마늘 냄새가 많이나네요
살짝 역해요
몸에 좋다니 먹어보려구요~^^",3.0,김*희 ,"['냄새', '마늘', '냄새', '많다', '살짝', '하다', '좋다', '먹다', '보다']",냄새 마늘 냄새 많다 좋다
485,485,"생생드림 마카환 페루산, 1개, 250g",2017.03.21,"먹어봐야 알지
며칠이나 먹었다고 상품평을 쓰레는거여",3.0,오*현 ,"['먹다', '보다', '며칠', '먹다', '상품', '쓰레는거']",상품 쓰레는거
488,488,"생생드림 마카환 페루산, 1개, 250g",2017.11.03,"더 먹어봐야 할듯!
한병 먹어서는 잘 모르겠네요.",3.0,쿠팡실구매자 ,"['먹다', '보다', '하다', '먹다', '자다', '모르다']",모르다
561,561,"종근당건강 헬씨칸 밀크씨슬 영양제, 30정, 2개",2019.07.18,"늘 피곤에 쩔어있는 남편과 매일 아침 운동하고 일하고 육아를 하는 제 자신을 위해 구입했어요.

기존에는 임팩타민 하나만으로 충분할줄알고 그것만 복용했는데 부족한것같아서 구입했어요.
간이 안좋으면 피곤이 금방느껴진다고하네요.

저희남편은 운동을 안해서도있지만 그냥 저질체력이예요.
게다가 마른체질이라 더 힘들어하네요.
안쓰러지고 10시부터 9시까지 매일 일하는게 신기할정도요.
근데 정작 휴무때 외출하려고하면 현관문 닫히자마자 피곤하다고 노래를하는 사람이예요.


서론이 길었네요.
무튼 피곤을 덜어주기위해 구입했구요.
함량은 거의 비슷비슷해서 솔직히 브랜드확실하고 후기많은 제품으로 구입했습니다.


저 박스안에 2상자가 들어있구요.
알알이 개별포장이예요.
한팩에 6알있으니 한주 회사나 눈에보이는곳에 꺼내두셔도될것같아요.


저희부부는 다른영양제도 있어서 아예 요일약통을
구입해서 넣어두었답니다.
근데 우선 약 크기가 좀커요.

저 노란건 오메가 3인데 저거 보고도 놀랐는데
이 알약도 비슷하네요.
약이 4개가되서 하나 하나 나눠서 먹고있어요.
다행히 제가 목구멍이 큰건지 걸림없이 잘 넘어가긴해요.
밀크시슬이라그런지 혀에 닿았을때 약간 단맛이 나요.


어제 하루 복용해봐서 아직 어떻다 얘기드릴수는 없구요.
가성비 좋은 제품인것같아요.
우선 한달정도 복용해보고 다시 한달복용 후기 남기러올게요.

무엇보다도 영양제는 건강할때 꾸준~~~히
복용해야되는게 맞는것같아요.
이미 몸 다망가지고나서 복용하는건 아니니 하루라도 빨리 영양제 챙겨드셔서 건강한 생활 하시길바래요.",3.0,마쉐리 ,"['피곤', '쩔다', '남편', '매일', '아침', '운동', '육아', '하다', '자신', '위해', '구입', '하다', '기존', '임팩타민', '하나', '충분하다', '그것', '복용', '하다', '부족하다', '같다', '구입', '하다', '간이', '안좋다', '피곤', '금방', '느껴지다', '남편', '운동', '하다', '있다', '그냥', '체력', '게다가', '마르다', '체질', '힘들다', '안쓰럽다', '매일', '하다', '신기하다', '정도', '근데', '정작', '휴무', '외출', '하다', '현관문', '닫히다', '피곤하다', '노래', '하다', '사람', '서론', '길다', '틀다', '피곤', '덜다', '위해', '구입', '하다', '함량', '거의', '비슷', '비슷하다', '솔직하다', '브랜드', '확실하다', '후기', '많다', '제품', '구입', '하다', '박스', '상자', '들다', '알알이', '개별', '포장', '알다', '한주', '회사', '보이다', '꺼내다', '두다', '되다', '같다', '부부', '제도', '있다', '아예', '구입', '하다', '넣다', '두다', '근데', '우선', '크기', '크다', '노랗다', '오메가', '보고', '놀라다', '알약', '비슷하다', '되다', '하나', '하나', '나누다', '먹다', '다행하다', '목구멍', '크다', '건지다', '걸리다', '없이', '자다', '넘어가다', '밀크', '시슬', '그렇다', '닿다', '약간', '단맛', '어제', '하루', '복용', '해보다', '아직', '어떻다', '얘기', '드리다', '없다', '가성', '좋다', '제품', '같다', '우선', '정도', '복용', '해보다', '다시', '복용', '후기', '남다', '오다', '무엇', '양제', '건강하다', '꾸다', '복용', '하다', '되다', '맞다', '같다', '이미', '다망', '가다', '복용', '하다', '아니다', '하루', '빨리', '양제', '챙기다', '들다', '건강하다', '생활', '하다']",피곤 쩔다 남편 운동 육아 위해 구입 기존 임팩타민 충분하다 복용 부족하다 구입 간이 안좋다 피곤 금방 느껴지다 남편 운동 체력 마르다 체질 힘들다 안쓰럽다 신기하다 근데 정작 휴무 외출 현관문 닫히다 피곤하다 노래 서론 길다 틀다 피곤 덜다 위해 구입 함량 비슷 솔직하다 브랜드 확실하다 후기 많다 제품 구입 박스 상자 알알이 개별 알다 한주 회사 보이다 꺼내다 두다 부부 제도 아예 구입 넣다 두다 근데 크기 크다 노랗다 오메가 놀라다 알약 나누다 다행하다 목구멍 크다 건지다 걸리다 없이 넘어가다 밀크 시슬 그렇다 닿다 단맛 복용 해보다 아직 어떻다 얘기 드리다 가성 좋다 제품 복용 해보다 다시 복용 후기 남다 양제 건강하다 꾸다 복용 맞다 이미 다망 복용 아니다 빨리 양제 건강하다 생활
