,product_name,review_date,review_content,review_star,review_writer,tokenized_reviews,replaced_review
80527,"종근당건강 글루코사민, 180정, 1박스",2020.09.01,일부러 글루코사민 함량이 1200mg으로 많이 들은걸 샀어요. 그런데 그래서 그런지? 한번에 한알을 그냥 안먹고 반쪽으로 쪼개서 먹으라고 돼있네요. 어차피 한알 다 먹는걸 왜 부스라는건지..? 어쨋든 부숴서 드리니 코팅이 벗겨져서 그런가 맛이 너무 없다하시네요 ㅠㅠ 잔뜩 찡리시며 삼키시던데.. 그래도 몸에만 좋다면 괜찮겠죠? 한편으론 하루 두번 매일 먹어야하는데 맛도 무맛이면 좋을텐데 하는 생각이ㅠㅜ,3.0,쿠팡실구매자 ,"['일부러', '글루코사민', '함량', '많이', '들다', '사다', '그런데', '그래서', '그렇다', '한번', '그냥', '먹다', '반쪽', '쪼개다', '먹다', '돼다', '어차피', '먹다', '부스', '늘다', '어쨋', '부숴', '드리다', '코팅', '벗겨지다', '런가', '너무', '없다', '잔뜩', '리시', '삼키다', '그래도', '좋다', '괜찮다', '한편', '하루', '매일', '먹다', '무맛', '좋다', '하다', '생각']",일부러 글루코사민 함량 사다 그런데 그렇다 반쪽 쪼개다 돼다 어차피 부스 늘다 어쨋 부숴 드리다 코팅 벗겨지다 런가 잔뜩 리시 삼키다 좋다 괜찮다 한편 무맛 좋다
80537,"종근당건강 글루코사민, 180정, 1박스",2020.05.09,"골절, 골다공증에 좋은 영양제를 찾다가 가격을 타협하여 구입한 제품.
모든 영양제가 그렇듯이 효과의 유무는 스스로 인지하기 어렵습니다 ㅋㅋㅋ
하지만 내과 선생님께 글루코사민 복용이 도움이 되는지 여쭤보니
병원약보다 크게 도움이 되지는 않을거라구 하시더라구요...
전문의에게 들으니 괜히 샀나 생각도 드네요~

그래도 마음가짐의 문제라 생각하며
음식으로 칼슘 단백질 섭취하면서 남은건 꾸준히 다 먹으려구요! ㅎ
설마 아예 영향이 없겠어~~",3.0,유*은 ,"['골절', '골다공증', '좋다', '양제', '찾다', '가격', '타협', '하다', '구입', '제품', '모든', '양제', '그렇다', '효과', '유무', '스스로', '인지', '하다', '어렵다', '하지만', '내과', '선생님', '글루코사민', '복용', '도움', '되다', '여쭈다', '보다', '병원', '크게', '도움', '되다', '않다', '하다', '전문의', '들다', '괜히', '사다', '생각', '드네', '그래도', '마음가짐', '문제', '생각', '하다', '음식', '칼슘', '단백질', '섭취', '하다', '남다', '꾸준하다', '먹다', '설마', '아예', '영향', '없다']",골절 골다공증 좋다 양제 가격 타협 구입 제품 모든 양제 그렇다 유무 스스로 인지 어렵다 하지만 내과 선생님 글루코사민 복용 도움 여쭈다 병원 크게 도움 전문의 괜히 사다 드네 마음가짐 문제 음식 칼슘 단백질 섭취 남다 꾸준하다 아예 영향
80539,"종근당건강 종근당건강 글루코사민 플러스 2박스, 90정, 4개",2022.08.02,"마우리족은 관절 앓는 사람이 없다네요
사실인지 내 알 수는 없지만 어쨋건 우리 근해 에는 없는 홍합이라며
무쟈게 비싸게 파는 관절에 도움 된다는 제품을 먹다가
어쨋건 관절에 좋다니 저렴한 넘으로 바꿔보자
그래서 먹게된 제품입니다.
역시 모릅니다. 효과 말이지요.
얼마 전부터 무릅이 약간 이상 했는데
그 증상이 없어지지 않는 것을 보면 글쎄요 아닌 것 같기도 하고
그리 쉽게 호전되는 보조제가 어디 있겠냐 싶어서
계속 먹는 중입니다.
두고 봅시다
세월이 가면 알게 되겠지요.",3.0,김*숙 ,"['우리', '관절', '앓다', '사람', '없다', '사실', '없다', '어쨋건', '우리', '근해', '없다', '홍합', '라며', '무쟈', '비싸다', '팔다', '관절', '도움', '되다', '제품', '먹다', '어쨋건', '관절', '좋다', '저렴하다', '넘다', '바꾸다', '보다', '그래서', '먹다', '되다', '제품', '이다', '역시', '모르다', '효과', '말다', '얼마', '무릅', '약간', '이상', '하다', '증상', '없어지다', '않다', '보다', '글쎄요', '아니다', '같다', '하다', '그리다', '쉬다', '호전', '되다', '보조', '어디', '있다', '싶다', '계속', '먹다', '이다', '두다', '보다', '세월', '가면', '되다']",관절 앓다 어쨋건 근해 홍합 라며 무쟈 비싸다 팔다 관절 도움 제품 어쨋건 관절 좋다 저렴하다 넘다 바꾸다 제품 역시 모르다 무릅 증상 없어지다 글쎄요 아니다 그리다 쉬다 호전 보조 싶다 두다 세월 가면
80542,"종근당건강 글루코사민, 180정, 1박스",2022.08.01,알이 너무커요 두알씩넘김 힘들고요 한알도 힘듬 ㅜㅜ,2.0,김*정 ,"['너무', '크다', '넘김', '힘들다', '알도', '힘들다']",크다 넘김 힘들다 알도 힘들다
80558,"스완슨 빌베리 프루트 470mg 캡슐, 100개입, 1개, 100정",2018.12.09,"블루베리, 아사이베리가 눈에 좋은 건 다들 아시죠?
빌베리는 이들과 비교하면 훠어얼씬 높은 안토시아닌 함량을 자랑합니다.
(각종 베리류 중에 안토시아닌 함량 2위)

그럼 1위는 무엇일까요?
바로 엘더베리입니다.
엘더베리는 정말 다른 베리류와 비교할 수 없을 정도로,
압도적으로 높은 안토시아닌 함량을 자랑합니다.
또한 항산화 효과도 압도적입니다.
엘더베리의 항산화효능이 100이라면
나머지 베리들은 60이하, 40이하 정도?

매번 나우푸드 엘더베리만 먹다가
이번엔 이 제품으로 구매해봤는데
역시 엘더베리가 더 효과적인 것같습니다...

다만 이 제품도 충분히 스펙은 뛰어나니,
이 제품으로 별다른 효과를 못보시면 나우푸드 엘더베리로 갈아타세요^^

*참고로 쿠팡제품 중에는
나우푸드 엘더베리가 제일 스펙이 뛰어납니다.

이 제품과 비교하자면,
- 나우푸드 엘더베리
500mg / 10:1 농축추출 / 60캡슐 / 9000원대
- 스완슨 빌베리
470mg / 1:1 추출 / 100캡슐 / 6000원대

눈 건강에 관심이 많으신 분들께
제 상품평이 도움이 되었으면 좋겠습니다^^

+추가
오랜만에 다시 들어와보니 가격이 어마어마하게 올랐네요.
(아니 6000원짜리 상품이 16000원으로 오르다니...)
100알에 6000원대라 가성비로 추천했었는데,
나우푸드 엘더베리가 여러모로 나은 듯합니다.",3.0,김버블 ,"['블루베리', '아사이베리', '좋다', '들다', '아시', '빌다', '베리', '비교', '하다', '얼씬', '높다', '안토시아닌', '함량', '자랑', '하다', '각종', '베리', '안토시아닌', '함량', '그렇다', '무엇', '이다', '바로', '엘더', '베리', '이다', '엘더', '베리', '정말', '다른', '베리', '비교', '하다', '없다', '정도', '압도', '높다', '안토시아닌', '함량', '자랑', '하다', '또한', '항산화', '효과', '압도', '이다', '엘더', '베리', '항산화', '효능', '라면', '나머지', '베리', '이하', '이하', '정도', '매번', '나우', '푸드', '엘더', '베리만', '먹다', '이번', '제품', '구매', '해봤다', '역시', '엘더', '베리', '효과', '같다', '다만', '제품', '충분하다', '스펙', '뛰어나다', '제품', '별다르다', '효과', '보다', '나우', '푸드', '엘더', '베리', '갈아타다', '참고', '쿠팡', '제품', '나우', '푸드', '엘더', '베리', '제일', '스펙', '뛰어나다', '제품', '비교', '하다', '나우', '푸드', '엘더', '베리', '농축', '추출', '캡슐', '스완슨', '빌다', '베리', '추출', '캡슐', '건강', '관심', '많다', '상품', '평이', '도움', '되어다', '좋다', '추가', '다시', '들어오다', '보다', '가격', '어마어마하다', '오르다', '아니다', '상품', '오르다', '가성', '추천', '하다', '나우', '푸드', '엘더', '베리', '모로', '나은', '하다']",블루베리 아사이베리 좋다 아시 빌다 비교 얼씬 높다 안토시아닌 함량 자랑 안토시아닌 함량 그렇다 엘더 엘더 정말 비교 압도 높다 안토시아닌 함량 자랑 항산화 압도 엘더 항산화 효능 라면 나머지 이하 이하 나우 푸드 엘더 베리만 제품 구매 해봤다 역시 엘더 제품 충분하다 스펙 뛰어나다 제품 별다르다 나우 푸드 엘더 갈아타다 참고 쿠팡 제품 나우 푸드 엘더 제일 스펙 뛰어나다 제품 비교 나우 푸드 엘더 농축 추출 캡슐 스완슨 빌다 추출 캡슐 건강 관심 많다 상품 평이 도움 좋다 추가 다시 들어오다 가격 어마어마하다 아니다 상품 가성 추천 나우 푸드 엘더 모로 나은
80567,"스완슨 빌베리 프루트 470mg 캡슐, 100개입, 1개, 100정",2021.03.18,"난 1병 기준 8000원 정도에 샀고 내가 구매한 직후 10000원으로 올라버림.... 10000원 되기 전에 사서 다행인 것 같기도 한데...

우선 아침에 일어나면 눈곱 많이 끼는 사람이고 평소에 전자기기를 자주 봐야하는 사람이라 눈이 안 좋음
이거 먹었다고 시력 높아진 거 아니고 아침에 눈곱 많이 꼈었는데 이거 먹고 덜한 느낌이랄까?? 암튼 효과는 있음!!
시력 높아지는 건 굉장히 힘든 일이라... (그러길 바라면 라식 라섹 수술을...) 평소에 먼 사물 가까운 사물을 번갈아가면서 초점 맞추는 눈운동을 해도 그닥 잘 모르겠음 이거 하면 시력 높아질 수 있다고 선생님한테 들었었는데...

아 그리고 이거 섭취한 이후로 전자기기 오래 보고 있어도 금방 건조해지는 그런 느낌이 사라짐

가격 내려가면 재구매 의사 ok...
왜 갑자기 확 오르는지 모르겠음 환율 때문이라고 하기엔 좀... 스완슨 제품만 유독 가격이 확 올라가니까...",2.0,이*은 ,"['기준', '정도', '사다', '구매', '직후', '오르다', '버리다', '되다', '사서', '다행', '같다', '우선', '아침', '일어나다', '눈곱', '많이', '끼다', '사람', '평소', '전자기기', '자주', '보다', '야하다', '사람', '좋다', '먹다', '시력', '높아지다', '아니다', '아침', '눈곱', '많이', '끼다', '먹다', '덜하다', '느낌', '끄다', '암튼', '효과', '있다', '시력', '높아지다', '굉장하다', '힘드다', '일이', '그렇다', '바라다', '라식', '라섹', '수술', '평소', '멀다', '사물', '가깝다', '사물', '번갈아', '가면', '초점', '맞추다', '운동', '해도', '그닥', '자다', '모르다', '하다', '시력', '높아지다', '있다', '선생님', '들다', '그리고', '섭취', '이후', '전자기기', '오래', '보고', '있다', '금방', '건조하다', '그렇다', '느낌', '사라지다', '가격', '내려가다', '재다', '의사', '갑자기', '오르다', '모르다', '환율', '때문', '하다', '스완슨', '제품', '유독', '가격', '올라가다']",기준 사다 구매 직후 버리다 사서 일어나다 눈곱 끼다 전자기기 자주 야하다 좋다 시력 높아지다 아니다 눈곱 끼다 덜하다 끄다 암튼 시력 높아지다 굉장하다 힘드다 일이 그렇다 바라다 라식 라섹 수술 멀다 사물 가깝다 사물 번갈아 가면 초점 맞추다 운동 해도 그닥 모르다 시력 높아지다 선생님 섭취 전자기기 오래 금방 건조하다 그렇다 사라지다 가격 내려가다 재다 의사 갑자기 모르다 환율 스완슨 제품 유독 가격 올라가다
80577,"스완슨 빌베리 프루트 470mg 캡슐, 100개입, 1개, 100정",2019.02.20,"상품평이 좋아서 2병 주문했는데 개봉하니까 오래되서 상한 냄새라고 해야되나 암튼 이상한 냄새가 납니다
2병 모두 그런 냄새가 나는데 제품이 문제인건지 원래 이런 냄새가 나는건지 잘 모르겠네요
전에 먹었던 재로우나 네이처스웨이 빌베리 제품에서는 이런 냄새가 없었는데
가성비 좋아서 주문했는데 찝찝함",3.0,쿠팡실구매자 ,"['상품', '평이', '좋다', '주문', '하다', '개봉', '오래되다', '상한', '냄새', '하다', '암튼', '이상하다', '냄새', '나다', '모두', '그렇다', '냄새', '나다', '제품', '문제', '건지다', '원래', '이렇다', '냄새', '건지다', '자다', '모르다', '먹다', '로우', '네이처', '스웨', '빌다', '베리', '제품', '이렇다', '냄새', '없다', '가성', '좋다', '주문', '하다', '찝찝하다']",상품 평이 좋다 주문 개봉 오래되다 상한 냄새 암튼 이상하다 냄새 그렇다 냄새 제품 문제 건지다 이렇다 냄새 건지다 모르다 로우 네이처 스웨 빌다 제품 이렇다 냄새 가성 좋다 주문 찝찝하다
80581,"스완슨 빌베리 프루트 470mg 캡슐, 100개입, 1개, 100정",2018.10.03,"오늘 네이쳐스빌베리 다 먹고
스완슨 빌베리 약병 오픈했는데
기름 쩐내가 나고 캡슐 열어서
상태를 보니 너무하네요
유효기간은 19년 12월인데
네이쳐스빌베리는 가루가 보라색인데
스완슨은 팥색깔처럼 붉네요
기름 쩐내가 너무 심합니다",1.0,최*희 ,"['오늘', '네이쳐', '스빌', '베리', '먹다', '스완슨', '빌다', '베리', '오픈', '하다', '기름', '쩐내', '나다', '캡슐', '열다', '상태', '보다', '너무하다', '유효', '기간', '네이쳐', '빌다', '베리', '가루', '보라색', '스완슨', '색깔', '붉다', '기름', '쩐내', '너무', '심하다']",네이쳐 스빌 스완슨 빌다 오픈 기름 쩐내 캡슐 열다 상태 너무하다 유효 기간 네이쳐 빌다 가루 보라색 스완슨 색깔 붉다 기름 쩐내 심하다
80583,"스완슨 빌베리 프루트 470mg 캡슐, 100개입, 1개, 100정",2023.04.01,"스완슨은 살때마다 느끼는데 효과가 적다
가격이 싸서 그런가 앞으로는 이 브랜드는 안 사야겠다",3.0,쿠앤크 ,"['스완슨', '살때', '느끼다', '효과', '적다', '가격', '싸다', '런가', '브랜드', '사다']",스완슨 살때 느끼다 적다 가격 싸다 런가 브랜드 사다
80637,"일양약품 프리미엄 비타C, 40g, 10개",2022.04.22,"레모나 180개짜리 구입해서 먹다가 몇 개 안 남아서

새롭게 구입을 했어요.

가격이 레모나보다 저렴해서 약간 망설이기는 했었지만

별 차이는 없겠지 하는 생각도 했고요.

도착해서 하나를 뜯어 입에 넣는 순간

아~ 차이가 크구나. 하는 생각을 했습니다.

어차피 몸에 들어가면 똑같은 비타민 c, 똑같은 신체작용을 하겠지만

맛이 기존에 먹던 것과 달라서 좀 당황했습니다.

먹다보면 익숙해질 것 같습니다. (1주일 먹어보니 맛에 적응이 됨.)

(참고)

이걸 구입하려는 분들이 주의 깊게 봐야하는 부분이 비타민c 용량 부분입니다.

성분표를 주의 깊게 보면

하루 2포(4g)가 비타민 c 500mg 이에요. (한 포에 250mg)

저는 1포에 500mg 이라고 착각을 하고 구입을 했던 것이었어요.

성분표 자세히 보고 구입하시길 바래요.",2.0,김*진 ,"['레모', '짜다', '구입', '하다', '먹다', '남아', '새롭다', '구입', '하다', '가격', '레모나', '저렴하다', '약간', '망설이다', '기다', '하다', '차이다', '없다', '하다', '생각', '하다', '도착', '하다', '하나', '뜯다', '넣다', '순간', '차이', '크다', '하다', '생각', '하다', '어차피', '들어가다', '똑같다', '비타민', '똑같다', '신체', '작용', '하다', '기존', '먹다', '달라', '당황', '하다', '먹다', '보다', '익숙해지다', '같다', '주일', '먹다', '보다', '적응', '되다', '참고', '구입', '하다', '주의', '깊다', '보다', '야하다', '부분', '비타민', '용량', '부분', '이다', '성분', '주의', '깊다', '보다', '하루', '가다', '비타민', '하다', '착각', '하다', '구입', '하다', '이다', '성분', '자세하다', '보고', '구입', '하다']",레모 짜다 구입 남아 새롭다 구입 가격 레모나 저렴하다 망설이다 기다 차이다 도착 넣다 차이 크다 어차피 똑같다 비타민 똑같다 신체 작용 기존 달라 당황 익숙해지다 적응 참고 구입 주의 깊다 야하다 비타민 용량 성분 주의 깊다 비타민 착각 구입 성분 자세하다 구입
80644,"일양약품 프리미엄 비타C, 40g, 10개",2023.07.01,"맛이 아주 나쁘진 않아요. 근데 제입맛엔 안 맞네요.
전에 레모나를 먹다가 이걸 먹어서 그런지 신맛이 없는건 아니지만 처음엔 너무 달고찐한 맛이 강해서 싫었는데 어쩔수 없이 샀기때문에 먹어야 해서 계속 먹다보니 이것도 이거대로 익숙해졌네요.",3.0,현*민 ,"['아주', '나쁘다', '않다', '근데', '입맛', '맞다', '레모나', '먹다', '먹다', '그렇다', '신맛', '없다', '아니다', '처음', '너무', '찌다', '강하다', '싫다', '없이', '사다', '때문', '먹다', '하다', '계속', '먹다', '보다', '거대', '익숙해지다']",나쁘다 근데 입맛 맞다 레모나 그렇다 신맛 아니다 찌다 강하다 싫다 없이 사다 거대 익숙해지다
80654,"중외제약 닥터 나토키나제, 50정, 1개, 50정",2017.04.12,나토키나제는 효소 성분이라는 특성상 공복에 먹어야 합니다. 위에 음식물이 있을때 먹으면 소화 효소로 사용되어버립니다. 취침 전후 공복이나 식사 주기 사이에 섭취하시는 것이 좋습니다. 이 제품은 상당한 철분을 함유하고 있으므로 남성분이나 폐경 후의 여성분에겐 추천하지 않습니다.,3.0,쿠팡실구매자 ,"['나토', '키나제', '효소', '성분', '특성', '공복', '먹다', '하다', '음식물', '있다', '먹다', '소화', '효소', '사용', '되어다', '버리다', '취침', '전후', '공복', '식사', '주기', '사이', '섭취', '하다', '좋다', '제품', '상당하다', '철분', '함유', '있다', '남성', '폐경', '후의', '여성', '추천', '하다', '않다']",나토 키나제 효소 성분 특성 공복 음식물 소화 효소 버리다 취침 공복 식사 주기 사이 섭취 좋다 제품 상당하다 철분 함유 남성 폐경 후의 여성 추천
80655,"중외제약 닥터 나토키나제, 50정, 1개, 50정",2017.11.08,"1년간 혈행이 좋지 않다고 생각해서 구매했다. 섭취하니 느낌이 오면서 효과가 있는 듯 했다.
그러나 하루 권장량이 2000fu라는데 절반 정도의 함량이라서 그다지 효과를 본 것 같진 않다.
그래도 경미하고 일시적인 혈행문제가 있는 사람에게는 적합할 듯하다.",3.0,한*윤 ,"['혈행', '좋다', '않다', '생각', '하다', '구매', '하다', '섭취', '하다', '느낌', '오다', '효과', '있다', '하다', '그러나', '하루', '장량', '절반', '정도', '함량', '그다지', '효과', '보다', '같다', '않다', '그래도', '경미하다', '일시', '혈행', '문제', '있다', '사람', '적합하다', '하다']",혈행 좋다 구매 섭취 장량 절반 함량 그다지 경미하다 혈행 문제 적합하다
80672,"중외제약 닥터 나토키나제, 50정, 2개, 50정",2018.01.08,두달 섭취 후 딱히 혈압이 낮아진다는 효과를 잘 모르겠지만 장기간 일단 복용 해보려구요,3.0,김*웅 ,"['섭취', '딱하다', '혈압', '낮아지다', '효과', '자다', '모르다', '장기간', '일단', '복용', '해보다']",섭취 딱하다 혈압 낮아지다 모르다 장기간 복용 해보다
80703,"종근당건강 와일드비 프로폴리스 플러스, 60정, 2개",2022.08.26,"구입일 : 22.07.23
배송일 : 22.07.24


환절기, 황사철이 걱정된다면?
- 호주산 프로폴리스와 정상적인 면역기능에 필요한 아연까지
하루 1캡슐로 간편하게 지키는 건강

자연의 준 선물! 자연에서 찾은 항산화물질
프로폴리스란: 꿀벌들이 다양한 식물들로 채집한 수액에 꿀벌 타액의 효소와
혼합하여 항군 및 항산화 작용을 하는 물질로 만든 것입니다.

청정 국가호주산의 프로폴리스 원료를 사용하였습니다.
프로 폴리스 주요 기능성
프로폴리스: 항산화에 도움을 줄 수 있음
아연: 정상적인 면역기능에 필요, 세포분열에 필요
셀렌: 유해산소로부터 세포를 보호 하는데 필요

장점: 간편한 캡슐 타입으로 쉬운 목넘김
단점: 목구멍에 트림으로 약 향이 좀 오래 감",3.0,DRAGONBLUE ,"['구입', '배송', '환절기', '사철', '걱정', '되다', '호주', '프로폴리스', '정상', '면역', '기능', '필요하다', '아연', '하루', '캡슐', '간편하다', '지키다', '건강', '자연', '선물', '자연', '찾다', '항산화물질', '프로폴리스', '꿀벌', '다양하다', '식물', '채집', '수액', '꿀벌', '타액', '효소', '혼합', '하다', '항산화', '작용', '하다', '물질', '만들다', '이다', '청정', '국가', '호주', '프로폴리스', '원료', '사용', '하다', '프로', '폴리스', '주요', '기능', '프로폴리스', '항산화', '도움', '있다', '아연', '정상', '면역', '기능', '필요', '세포분열', '필요', '셀렌', '유해', '산소', '로부터', '세포', '보호', '하다', '필요', '장점', '간편하다', '캡슐', '타입', '쉽다', '넘김', '단점', '목구멍', '트림', '오래']",구입 환절기 사철 걱정 호주 프로폴리스 정상 면역 필요하다 캡슐 간편하다 지키다 건강 자연 선물 자연 항산화물질 프로폴리스 꿀벌 다양하다 식물 채집 수액 꿀벌 타액 효소 혼합 항산화 작용 물질 만들다 청정 국가 호주 프로폴리스 원료 폴리스 주요 프로폴리스 항산화 도움 정상 면역 필요 세포분열 필요 셀렌 유해 산소 세포 보호 필요 간편하다 캡슐 타입 쉽다 넘김 단점 목구멍 트림 오래
80732,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 4개",2023.08.28,균수가 적어서 그런가.. 4통 다 먹었지만 별 효과는 없는 것 같음;,3.0,힣힣힣힣힣 ,"['수가', '적다', '런가', '먹다', '효과', '없다', '같다']",적다 런가
80740,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2022.07.20,"저렴하고 효과도 그냥저냥.. 복용하는 동안 배변활동 규칙적이어서 떨어지면 또 사고 또 사고 했는데요
요며칠 소화도 너무 안되고 가스차고 더부룩하고 쭉 그러길래 뭐 잘못 먹엇나하다가
제가 원래 유산균을 안 쳐다보고, 그냥 일어나자마자 물이랑 한 알 먹거든요 .. 문득 먹기전에 알약을 보니 변질되어있었어요ㅠㅠ 백색 가루 사이에 코랄~주황 알갱이들이 드문드문ㅜㅜㅜ 여름철 상온에 유산균을 두면 변질된다는 걸 간과하고 ㅠ 안 뜯은 새것도 변질되었네여.. 쩝
다른분들은 배송 받으면 바로 냉장고에 넣으세요..",3.0,냠냠박4 ,"['저렴하다', '효과', '복용', '하다', '동안', '배변', '활동', '규칙', '떨어지다', '사고', '사고', '하다', '며칠', '소화도', '너무', '안되다', '가스', '차고', '더부룩하다', '그렇다', '잘못', '먹다', '나다', '원래', '유산균', '쳐다보다', '그냥', '일어나다', '물이', '하다', '먹다', '문득', '먹다', '알약', '보다', '변질', '되어다', '백색', '가루', '사이', '코랄', '주황', '알갱이', '드문드문', '여름철', '상온', '유산균', '두다', '변질', '되다', '간과', '뜯다', '새다', '변질', '되어다', '다른', '배송', '받다', '바로', '냉장고', '넣다']",저렴하다 복용 배변 활동 규칙 떨어지다 사고 사고 소화도 안되다 가스 차고 더부룩하다 그렇다 잘못 유산균 쳐다보다 일어나다 물이 문득 알약 변질 백색 가루 사이 코랄 주황 알갱이 드문드문 여름철 상온 유산균 두다 변질 간과 새다 변질 냉장고 넣다
80742,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2023.04.25,"저처럼 유산균 먹으면 가스가 차고 더부룩한 사람은 가세리가 안맞는다고 들었는데 진짜로 내내 가스차고 소화가 안되어 고생을 했네요 ㅠㅠㅠㅠㅠㅠ
그렇지 않은 분들에게는 뚱보균도 죽이고 엄청 좋은 유산균일거에요. 제가 안맞는게 슬플뿐",3.0,그만사라사 ,"['유산균', '먹다', '가스', '차고', '더부룩하다', '사람', '가세', '리가', '맞다', '들다', '진짜', '내내', '가스', '차고', '소화', '안되다', '고생', '하다', '그렇다', '않다', '뚱보균', '엄청', '좋다', '유산균', '이다', '맞다', '슬프다']",유산균 가스 차고 더부룩하다 가세 리가 맞다 내내 가스 차고 소화 안되다 그렇다 뚱보균 엄청 좋다 유산균 맞다 슬프다
80747,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2021.07.27,"솔직히 효능을 잘 모르겠음.

원래도 화장실은 잘 가는 편이었는데......흠

장이 건강해야 사람이 건강하다는데 약 효능이라기보다는 생각자체가 그러하니

뭔가 유산균을 먹어서 난 기분이 좋아졌다란 피그말리온 효과가 좀 있는듯??

뚱보균을 죽이기 위해 산건데.. 늘어가는 뱃살앞에 고개만 숙이네요ㅠㅠ",3.0,꼬마야밥묵 ,"['솔직하다', '효능', '자다', '모르다', '원래', '화장실', '자다', '가다', '펴다', '건강하다', '사람', '건강하다', '효능', '생각', '자체', '그러하다', '뭔가', '유산균', '먹다', '기분', '좋아지다', '피그말리온', '효과', '있다', '뚱보균', '죽이다', '위해', '사다', '늘다', '뱃살', '고개', '숙이다']",솔직하다 효능 모르다 화장실 펴다 건강하다 건강하다 효능 그러하다 유산균 기분 좋아지다 피그말리온 뚱보균 죽이다 위해 사다 늘다 뱃살 고개 숙이다
80748,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2022.05.24,하얀색만 있어야 될 유산균가루에 이물질처럼 미황색으로 변색되어 변질된 가루들이 섞여 있는 불량.,1.0,좋은나무 ,"['하얀색', '있다', '되다', '유산균', '가루', '물질', '밉다', '황색', '변색', '되어다', '변질', '되다', '가루', '섞이다', '있다', '불량']",하얀색 유산균 가루 물질 밉다 황색 변색 변질 가루 섞이다 불량
80751,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2021.12.11,"도저히 30억개로는 안 보이고 만듬새도 조잡함
포장도 빙.신인데 쿠팡의 값싼 딜 아니면 굳이 여기서?
효과는 봐야 알겠지만 여러모로 대충만든 티가 나고 실제로 가세리인지도 불명확",2.0,윤*희 ,"['도저히', '보이', '만듬새', '조잡하다', '포장', '쿠팡', '값싸다', '아니다', '굳이', '여기', '효과', '보다', '알다', '모로', '충만', '나다', '실제', '갈다', '인지도', '불명']",도저히 보이 만듬새 조잡하다 쿠팡 값싸다 아니다 굳이 알다 모로 충만 갈다 인지도 불명
80753,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2021.12.27,"내 돈 주고 내가 산 후기 인데요
드시지 않은분이 구매하시기 전에 후기를 보고 선택하실 때 도움이 되시길 바래요

이거 한 통 다 먹고 후기 남기는 건데
솔직히 얼마나 좋아졌는지 잘 모르겠어요

그렇지만 큰 부작용이나 나쁜 느낌도 없어요",3.0,세헤라자데 ,"['주다', '후기', '이다', '들다', '않다', '구매', '하다', '후기', '보고', '선택', '하다', '도움', '되다', '하다', '먹다', '후기', '남기다', '솔직하다', '얼마나', '좋아지다', '자다', '모르다', '그렇지만', '크다', '부작용', '나쁘다', '느낌', '없다']",후기 구매 후기 선택 도움 후기 남기다 솔직하다 좋아지다 모르다 크다 부작용 나쁘다
80755,"스완슨 락토바실러스 가세리 3 빌리언 CFU 베지캡슐, 60정, 1개",2023.03.13,일단 테이프로 막아두긴 했는데 뭔가 문제가 생기지 않길 바랍니다.,3.0,황*빈 ,"['일단', '테이프', '막다', '두다', '하다', '뭔가', '문제', '생기지', '않다', '바라다']",테이프 막다 두다 문제 생기지 바라다
80761,"닥터마루 유기농 밀크씨슬 실리마린 간에좋은영양제 효능, 30정, 5개",2023.09.10,"날짜를 너무 임박한걸 주셨네요~
5박스나 샀는데
23.12월 이네요~
다시 보내기 귀찮아서
그냥 먹는데
신경 좀 써야할거같네요~",3.0,유*아 ,"['날짜', '너무', '임박', '주다', '박스', '사다', '이다', '다시', '보내다', '귀찮다', '그냥', '먹다', '신경', '써다', '하다', '같다']",날짜 임박 박스 사다 다시 보내다 귀찮다 신경 써다
80810,"NOW THYROID ENERGY 갑상선 에너지 180캡슐, 180정",2022.03.03,너무한데요ㅠㅠ,1.0,김*구 ,['너무하다'],너무하다
80856,"내츄럴플러스 비타민 D3 캡슐 2000IU, 180정, 1개",2023.03.23,"기존먹던제품은알이작앗는데이제품은 많이크네요 딱딱하고.. 7년전돌발성난청이생겨고용량스테로이드를먹은뒤면역이다떨어져편도선감기달고살아서비타민디검사를해보니바닥수준이라해서주사한대맞고그뒤로영양제를꾸준히먹다5000 iu를몇년먹엇는데 얼마전검사를해보니수치가너무높게나와너무높아도독성이잇어서안좋다하네요
2-3000이적당하다하네요..
알크기만 좀더작앗으면좋겟어요 기존제품으로 다시 생각해봐야겟네요..",3.0,이*애 ,"['기존', '먹다', '제품', '작다', '제품', '많이', '크다', '딱딱하다', '먹다', '늘다', '얼마', '검사', '해보다', '너무', '높다', '너무', '높다', '독성', '잇다', '안좋다', '이적', '당하다', '크기', '좀더', '작다', '좋다', '기존', '제품', '다시', '생각', '해보다']",기존 제품 작다 제품 크다 딱딱하다 늘다 검사 해보다 높다 높다 독성 잇다 안좋다 이적 당하다 크기 작다 좋다 기존 제품 다시 해보다
