,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review,문장벡터화
56111,56111,[JW중외제약] 리얼메디 루테인지아잔틴 아스타잔틴 3박스 지아잔틴 루테인 눈건강 눈영양제 헤마토코쿠스,2022.06.16,"배송 느려요 성능 보통이에요 유통기한 보통이에요
아직 복용전이라 성분이 좋을거라 봅니다

상세보기",3.0,jiyu****,"['배송', '느리다', '성능', '보통', '유통', '기한', '보통', '아직', '복용', '전이', '성분', '좋다', '보다', '상세', '보기']",느리다 아직 복용 전이 성분 좋다,"[(2, 1), (14, 1), (19, 1), (30, 1), (91, 1), (1387, 1)]"
56135,56135,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2014.05.20,일단 시간이 필요 눈 영양제는 처음이라 모르겠는데 좀 좋아졌으면 좋겠다 진짜 ~~~~~~~~~~~~~,3.0,jang*****,"['일단', '시간', '필요', '양제', '처음', '모르다', '좋아지다', '좋다', '진짜']",필요 양제 모르다 좋아지다 좋다,"[(19, 1), (28, 1), (159, 1), (310, 1), (527, 1)]"
56220,56220,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2022.07.03,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
음 막효과가있는건아니고 일단 먹으면 속은편해요 
다른제품 먹을땐 속쓰리고 더부룩했엇는데  
상세보기",3.0,fant*******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '효과', '있다', '아니다', '일단', '먹다', '편하다', '제품', '먹다', '쓰리다', '더부룩하다', '늘다', '상세', '보기']",아니다 편하다 제품 쓰리다 더부룩하다 늘다,"[(25, 1), (35, 1), (54, 1), (222, 1), (1018, 1), (2615, 1)]"
56276,56276,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2017.09.14,"가격 안 싸네요 배송 빨라요
복합비타민&미네랄 복용 중인데 괜찮아서 어머니 눈 영양제 사드렸어요. 어머니 집으로 바로 갔으로 사진은 캡처로 대신합니다.",3.0,fwes***,"['가격', '싸다', '배송', '빨르다', '복합', '비타민', '미네랄', '복용', '괜찮다', '어머니', '양제', '드리다', '어머니', '바로', '가다', '사진', '캡처', '대신', '하다']",가격 싸다 빨르다 복합 비타민 미네랄 복용 괜찮다 양제 드리다 사진 캡처,"[(14, 1), (37, 1), (119, 1), (159, 1), (217, 1), (333, 1), (338, 1), (661, 1), (845, 1), (1077, 1), (1928, 1), (2616, 1)]"
56282,56282,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2021.03.09,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
비싸도 정품이라해서 샀구요. 리뷰는 솔직히 알바들 쓰는지 확인할수 없어 믿지 못하겠어요.
먹어보니 눈 건조함이 덜한지 뻑뻑함은 그전보다는 나은듯합니다
몇개월 더 먹어보고 리뷰 다시 올릴께요",3.0,y2kk*****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '비싸다', '정품', '하다', '사다', '리뷰', '솔직하다', '알바', '쓰다', '확인', '하다', '없다', '믿다', '하다', '먹다', '보다', '건조하다', '덜하다', '뻑뻑', '낫다', '하다', '몇개', '먹다', '보고', '리뷰', '다시', '올리다']",비싸다 정품 사다 리뷰 솔직하다 알바 쓰다 확인 믿다 건조하다 덜하다 뻑뻑 낫다 몇개 리뷰 다시 올리다,"[(5, 1), (116, 1), (158, 1), (279, 1), (282, 1), (341, 1), (367, 1), (585, 1), (589, 1), (852, 2), (948, 1), (949, 1), (1049, 1), (1101, 1), (1261, 1), (2617, 1)]"
56286,56286,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2017.11.29,"배송 보통이에요
아직다른제품먹던게남아서먹어보진않아서잘모르겠지만성분보니괜찮을듯~~
상세보기",3.0,aksn***,"['배송', '보통', '아직', '제품', '먹다', '남아', '먹다', '보다', '않다', '모르다', '성분', '보다', '괜찮다', '상세', '보기']",아직 제품 남아 모르다 성분 괜찮다,"[(28, 1), (30, 1), (35, 1), (91, 1), (119, 1), (1990, 1)]"
56294,56294,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2017.11.30,"배송 보통이에요
먹은지 열흘정도 됐는데 아직까지는 딱히 눈의 변화를 느끼지 못하고있어요. 핸드폰 볼때 눈이 덜 침침하기를 바라고 먹는건데 효과있었으면 좋겠어요",3.0,jee0**,"['배송', '보통', '먹다', '열흘', '정도', '돼다', '아직', '딱하다', '변화', '느끼다', '하다', '핸드폰', '볼때', '침침하다', '바라다', '먹다', '효과', '있다', '좋다']",열흘 돼다 아직 딱하다 변화 느끼다 핸드폰 볼때 침침하다 바라다 좋다,"[(19, 1), (30, 1), (197, 1), (320, 1), (391, 1), (463, 1), (466, 1), (520, 1), (1110, 1), (2618, 1), (2619, 1)]"
56295,56295,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2020.12.20,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
아이가 시력이 않좋다는 소리에 부모로서 마음이 아퍼습니다. 아직효능은 잘모르겠지만 이 루테인 아스타잔탄을 꾸준히 복용해서 좋아지길 ...바래야죠",3.0,rhdn*******,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '아이', '시력', '않다', '좋다', '소리', '부모', '로서', '마음', '아프다', '아직', '효능', '모르다', '루테', '아스', '타잔', '타다', '꾸준하다', '복용', '하다', '좋아지다', '래야']",뛰어나다 시력 좋다 소리 부모 로서 마음 아프다 아직 효능 모르다 루테 아스 타잔 꾸준하다 복용 좋아지다 래야,"[(14, 1), (19, 1), (27, 1), (28, 1), (30, 1), (34, 1), (226, 1), (310, 1), (337, 1), (461, 1), (875, 1), (910, 1), (1617, 1), (1947, 1), (2601, 1), (2620, 1), (2621, 1), (2622, 1)]"
56322,56322,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2019.05.08,"배송 느려요 성능 성능이 별로예요 유통기한 기한이 짧아요
실수했네요 ~~~ 확인해주게요 ~
상세보기",1.0,viet*******,"['배송', '느리다', '성능', '성능', '별로', '유통', '기한', '기한', '짧다', '실수', '하다', '확인', '해주다', '상세', '보기']",느리다 별로 짧다 확인 해주다,"[(2, 1), (116, 1), (246, 1), (457, 1), (654, 1)]"
56323,56323,브리오 초임계 루테인 아스타잔틴 플러스 / 마리골드꽃 헤마토코쿠스 추출물 눈영양제 /베타카로틴 비타민A,2019.01.16,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
알이넘 크긴한데 눈에 좋다니 일단 먹어봐야죠
상세보기",3.0,ghos*****,"['배송', '보통', '보통', '유통', '기한', '보통', '효과', '보통', '넘다', '크다', '기다', '좋다', '일단', '먹다', '보다', '상세', '보기']",넘다 크다 기다 좋다,"[(19, 1), (225, 1), (256, 1), (336, 1)]"
56399,56399,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2018.11.03,"배송 빨라요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
가격이 좀 부담되긴 하지만 나이 50이 넘어가면서 부쩍 눈이 약해지고 피로도도 심하구 흐려져보여서 두달치 구입해서 매일 복용하구 재구매해서 또 매일 안 빼먹고 아침에 꼭 먹는중입니다. 이 약 외에도 사과ㆍ당근ㆍ아로니아 기타 즙들도 함께 마시기에 예전보다 좀 덜 피로한 느낌이 드는데 확실히 눈이 젊어지거나 짠하고 좋아지지는 않는것은 분명합니다. 일단 눈상태가 더 악화되지는 않는것으로도 좋다고 생각됩니다.",3.0,love********,"['배송', '빨르다', '보통', '유통', '기한', '보통', '효과', '보통', '가격', '부담', '되다', '하지만', '나이', '넘어가다', '부쩍', '약해지다', '피로', '도도', '심하다', '흐려지다', '달치', '구입', '하다', '매일', '복용', '하다', '재다', '하다', '매일', '빼먹다', '아침', '먹다', '이다', '사과', '당근', '아로니아', '기타', '함께', '마시기', '예전', '피로하다', '느낌', '들다', '확실하다', '젊다', '짠하다', '좋아지다', '않다', '분명하다', '일단', '상태', '악화', '되다', '않다', '좋다', '생각', '되다']",빨르다 가격 부담 하지만 나이 넘어가다 부쩍 약해지다 피로 도도 심하다 흐려지다 달치 구입 복용 재다 빼먹다 사과 당근 아로니아 마시기 피로하다 확실하다 젊다 짠하다 좋아지다 분명하다 상태 악화 좋다,"[(14, 1), (19, 1), (37, 1), (111, 1), (183, 1), (249, 1), (258, 1), (278, 1), (295, 1), (310, 1), (342, 1), (507, 1), (528, 1), (549, 1), (632, 1), (655, 1), (740, 1), (794, 1), (820, 1), (827, 1), (845, 1), (959, 1), (2256, 1), (2257, 1), (2258, 1), (2259, 1), (2260, 1), (2261, 1), (2262, 1), (2263, 1)]"
56401,56401,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2017.04.01,"가격 괜찮네요 배송 보통이에요
한 달 전부터 눈이 많이 피로하고 침침함을 느껴 조치를 취해야지 생각하고 있었습니다. 마침 브랜드 할인쿠폰이 나와 온라인쇼핑 최저가로 루테인을 구매했네요. 이틀째 먹고 있는데 플라시보 효과인 줄은 몰라도 눈이 덜 피로한 느낌입니다
상세보기",3.0,호로룩,"['가격', '괜찮다', '배송', '보통', '하다', '많이', '피로하다', '침침하다', '느끼다', '조치', '하다', '생각', '있다', '마침', '브랜드', '할인', '쿠폰', '나오다', '온라인쇼핑', '최저', '가로', '루테인', '구매', '하다', '이틀', '먹다', '있다', '플라시보', '효과', '모르다', '피로하다', '느낌', '이다', '상세', '보기']",가격 괜찮다 피로하다 침침하다 느끼다 조치 마침 브랜드 할인 쿠폰 온라인쇼핑 최저 가로 루테인 구매 플라시보 모르다 피로하다,"[(28, 1), (37, 1), (80, 1), (119, 1), (120, 1), (342, 2), (463, 1), (466, 1), (716, 1), (788, 1), (867, 1), (955, 1), (2003, 1), (2246, 1), (2264, 1), (2265, 1), (2266, 1)]"
56407,56407,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2017.04.14,"가격 괜찮네요 배송 빨라요
매일 10시간을 컴퓨터 보는 직업이라 눈에 신경을 써요~여러 루테인 식품 먹었지만 오메가3랑 같이 간편하게 하루 2알이면 되니 괜찮은거 같아요~효과는 아직 모르겠지만요
상세보기",3.0,어린여니,"['가격', '괜찮다', '배송', '빨르다', '매일', '컴퓨터', '보다', '직업', '신경', '써다', '여러', '루테', '식품', '먹다', '오메가', '같이', '간편하다', '하루', '알다', '되다', '괜찮다', '같다', '효과', '아직', '모르다', '상세', '보기']",가격 괜찮다 빨르다 컴퓨터 직업 신경 써다 여러 루테 식품 오메가 간편하다 알다 괜찮다 아직 모르다,"[(27, 1), (28, 1), (30, 1), (32, 1), (37, 1), (55, 1), (119, 2), (265, 1), (299, 1), (551, 1), (701, 1), (711, 1), (845, 1), (1038, 1), (1439, 1)]"
56446,56446,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2020.10.12,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
포장상태가 별로였고 타사이트에 비해 가격이 비싸서 별 1개 뺐습니다.
상세보기",3.0,jeon*******,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '포장', '상태', '별로', '이다', '사이트', '비다', '가격', '비싸다', '빼다', '상세', '보기']",빨르다 뛰어나다 상태 별로 사이트 비다 가격 비싸다 빼다,"[(5, 1), (29, 1), (37, 1), (295, 1), (654, 1), (793, 1), (845, 1), (875, 1), (1195, 1)]"
56447,56447,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2016.12.06,"가격 괜찮네요 배송 빨라요
눈이침침. . . 해져서 샀어요 루테인이랑 오메가3같이 먹어야 좋대서 샀는데 일단먹어봐야죠
상세보기",3.0,spic***,"['가격', '괜찮다', '배송', '빨르다', '침침', '하다', '사다', '루테인', '오메가', '같이', '먹다', '좋다', '대서', '사다', '일단', '먹다', '보다', '상세', '보기']",가격 괜찮다 빨르다 침침 사다 루테인 오메가 좋다 대서 사다,"[(19, 1), (32, 1), (37, 1), (80, 1), (119, 1), (158, 2), (845, 1), (1598, 1), (2267, 1)]"
56452,56452,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2014.10.19,요즘 가을 햇사리 너무 뜨겁고 낮아서 눈이 많이 시리고 아파서 걱정이엇는데 믿을 수 잇는 세노비스 루테인오메가3 한번에 두가지를 만날수 잇는 제품이네여 건강이 걱정된다면 미리 미리 한번ㅇ레 챙기세요,3.0,orth****,"['요즘', '가을', '사리', '너무', '뜨겁다', '낮다', '많이', '시리', '아프다', '걱정', '늘다', '믿다', '잇다', '노비', '루테', '오메가', '한번', '가지', '날수', '잇다', '제품', '건강', '걱정', '되다', '미리', '미리', '한번', '챙기다']",가을 사리 뜨겁다 낮다 시리 아프다 걱정 늘다 믿다 잇다 노비 루테 오메가 날수 잇다 제품 건강 걱정 미리 미리,"[(6, 1), (25, 1), (27, 1), (32, 1), (35, 1), (343, 2), (461, 1), (468, 1), (472, 2), (589, 1), (886, 2), (1528, 1), (1985, 1), (2268, 1), (2269, 1), (2270, 1), (2271, 1)]"
56467,56467,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2021.07.19,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
세노비스 좋다고 평이좋아서 구매해？는게 저는기존이 먹던 제품이 오래먹어서인지 더 잘맞는것같아요 그래도 세노비스 구매하러 또 올깨요",3.0,iope**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '노비', '좋다', '평이', '좋다', '구매', '하다', '기존', '먹다', '제품', '오래', '먹다', '인지', '잘맞다', '같다', '그래도', '노비', '구매', '하다']",빨르다 노비 좋다 평이 좋다 구매 기존 제품 오래 인지 잘맞다 노비 구매,"[(19, 2), (35, 1), (98, 1), (120, 2), (480, 1), (845, 1), (951, 1), (1051, 1), (1888, 1), (2269, 2)]"
56484,56484,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2018.12.22,"배송 빨라요 유통기한 보통이에요
배송은 빠르고 좋았구요 오늘까지 사흘째 먹고있는데 효과는 아직 이른거같구요 첫날부터 속이좀 쓰린거같던데 그래서 한알씩 나눠 먹어볼까해요~~",3.0,goch*****,"['배송', '빨르다', '유통', '기한', '보통', '배송', '빠르다', '좋다', '오늘', '사흘', '먹다', '효과', '아직', '이르다', '같다', '첫날', '속이다', '쓰리다', '같다', '그래서', '나누다', '먹다', '보다']",빨르다 좋다 사흘 아직 이르다 속이다 쓰리다 나누다,"[(19, 1), (30, 1), (530, 1), (845, 1), (1018, 1), (1054, 1), (1094, 1), (2272, 1)]"
56494,56494,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2018.11.21,"배송 느려요 맛 보통이에요 유통기한 기한이 넉넉해요 효과 효과 좋아요
배송이 5일인가 너무너무너무 느렸어요. 유통기한은 20년까지로 괜찮았어요. 효과봤으면 좋겠네요.",3.0,언제나1등,"['배송', '느리다', '보통', '유통', '기한', '기한', '넉넉하다', '효과', '효과', '좋다', '배송', '너무', '너무', '느리다', '유통', '기한', '괜찮다', '효과', '보다', '좋다']",느리다 좋다 느리다 괜찮다 좋다,"[(2, 2), (19, 2), (119, 1)]"
56495,56495,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2014.11.15,아래상자가 루테인+ 오메가3에요. 눈에 좋다고해서 추석때 선물로 드렸습니다. 효과는 잘모르겠네요. ,3.0,sdav***,"['아래', '상자', '루테', '오메가', '좋다', '하다', '추석', '선물', '드리다', '효과', '모르다']",상자 루테 오메가 좋다 추석 선물 드리다 모르다,"[(19, 1), (27, 1), (28, 1), (32, 1), (333, 1), (476, 1), (818, 1), (960, 1)]"
56530,56530,[세노비스] 눈에 좋은 루테인+오메가-3 (80캡슐/40일분),2017.05.15,"가격 안 싸네요 배송 빨라요
가격이 쫌 비쌈니다 제품은 믿고 먹어보께요",3.0,skb9***,"['가격', '싸다', '배송', '빨르다', '가격', '비싸다', '제품', '믿다', '먹다', '보다']",가격 싸다 빨르다 가격 비싸다 제품 믿다,"[(5, 1), (35, 1), (37, 2), (217, 1), (589, 1), (845, 1)]"
56567,56567,종근당건강 아이케어 오메가3 9개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2023.08.31,"유통기한 기한이 넉넉해요 포장상태 보통이에요 효과 보통이에요
다른곳 보담 저렴하게 구입 이번이 두번째 입니다!
상세보기",3.0,1812***************,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '보통', '효과', '보통', '보다', '저렴하다', '구입', '이번', '두번째', '이다', '상세', '보기']",상태 저렴하다 구입 두번째,"[(183, 1), (295, 1), (331, 1), (335, 1)]"
56693,56693,[일양약품] 일양약품 액티브 마그네슘 플러스 비타민D 4개월분 눈떨림 영양제 비타민 B12 B6 B1 B2,2022.09.30,"배송 나쁘지않고 상품 대용랑에 저렴하니 잘산듯해요.눈떨림 효과만 있으면 돼겠어요..
상세보기",3.0,whit*******,"['배송', '나쁘다', '않다', '상품', '대용', '저렴하다', '잘살다', '떨리다', '효과', '있다', '돼다', '상세', '보기']",나쁘다 상품 대용 저렴하다 잘살다 떨리다 돼다,"[(39, 1), (197, 1), (335, 1), (630, 1), (1103, 1), (2623, 1), (2624, 1)]"
56775,56775,[일양약품] 일양약품 액티브 마그네슘 플러스 비타민D 4개월분 눈떨림 영양제 비타민 B12 B6 B1 B2,2022.10.20,"배송 느려요 성능 보통이에요 유통기한 기한이 넉넉해요
마그네슘 끊기지 않게 먹는게 중요하다고 해서 항상 먹는 제품으로 재구매합니다.
이번 배송은 좀 느렸네요.
유통기한은 24년까지로 긴 듯합니다.
상세보기",3.0,잘사자구,"['배송', '느리다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '마그네슘', '끊기다', '않다', '먹다', '중요하다', '하다', '항상', '먹다', '제품', '재다', '하다', '이번', '배송', '느리다', '유통', '기한', '기다', '하다', '상세', '보기']",느리다 마그네슘 끊기다 중요하다 항상 제품 재다 느리다 기다,"[(2, 2), (35, 1), (102, 1), (225, 1), (249, 1), (717, 1), (2625, 1), (2626, 1)]"
56808,56808,[일양약품] 일양약품 액티브 마그네슘 플러스 비타민D 4개월분 눈떨림 영양제 비타민 B12 B6 B1 B2,2022.09.06,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
눈 떨림이 있어서 구매해봅니다. 효과 있기를 기대해봅니다..^^
상세보기",3.0,suya**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '떨리다', '있다', '구매', '해보다', '효과', '있다', '기대', '해보다', '상세', '보기']",빨르다 떨리다 구매 해보다 기대 해보다,"[(66, 2), (120, 1), (807, 1), (845, 1), (2624, 1)]"
56809,56809,[일양약품] 일양약품 액티브 마그네슘 플러스 비타민D 4개월분 눈떨림 영양제 비타민 B12 B6 B1 B2,2023.03.30,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
아직 복용전이라 뭐라 남길 리뷰가 없음 한달간 벅용해보고 리뷰 남기겠음
상세보기",3.0,shwa****,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '아직', '복용', '전이', '뭐라다', '남다', '리뷰', '없다', '용해', '보고', '리뷰', '남다', '상세', '보기']",상태 깔끔하다 아직 복용 전이 뭐라다 남다 리뷰 용해 리뷰 남다,"[(14, 1), (30, 1), (128, 2), (295, 1), (852, 2), (971, 1), (1218, 1), (1387, 1), (1501, 1)]"
56816,56816,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2023.08.08,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
잘받았습니다맘에들어잘쓰겠습니다 어머니께서꾸준히복용하시고계서서약3개월에한번씩구입하게되네요계속해서드시니좋다고하셔서눈에피로도가괜찮고효과도있는것같다고하시니계속해서복용해야할것같네요잘사용하겠습니다
상세보기
상세보기
상세보기",3.0,kth1***,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '받다', '들다', '잘쓰다', '어머니', '꾸준하다', '복용', '하다', '서약', '개월', '한번', '구입', '되다', '계속', '하다', '들다', '좋다', '하다', '피로', '가다', '괜찮다', '효과', '있다', '같다', '계속', '하다', '복용', '하다', '하다', '같다', '자다', '용하다', '상세', '보기', '상세', '보기', '상세', '보기']",상태 잘쓰다 꾸준하다 복용 서약 구입 좋다 피로 괜찮다 복용 용하다,"[(14, 2), (19, 1), (111, 1), (119, 1), (183, 1), (226, 1), (295, 1), (1411, 1), (2282, 1), (2283, 1)]"
56862,56862,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2022.08.25,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
점점 침침해지는 눈때문에 병원에 가봐야겠다생각하고 일단은 조금이라도 도움이되려나싶어 몇달전에 구입해 먹다가 다먹고없어？다시구매합니다.루테인과오메가의 좋은성분이 들어있으니 꾸준히 먹으면 건강에 도움되리라 믿어요!
상세보기
상세보기
상세보기",3.0,댕댕이를사랑하는초이,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '점점', '침침하다', '때문', '병원', '가보다', '생각', '일단', '조금', '도움', '되다', '싶다', '달다', '구입', '하다', '먹다', '먹다', '없다', '다시', '구매', '하다', '루테', '오메가', '좋다', '성분', '들다', '꾸준하다', '먹다', '건강', '도움', '되다', '믿다', '상세', '보기', '상세', '보기', '상세', '보기']",빨르다 점점 침침하다 병원 가보다 도움 싶다 달다 구입 다시 구매 루테 오메가 좋다 성분 꾸준하다 건강 도움 믿다,"[(6, 1), (19, 1), (26, 2), (27, 1), (32, 1), (91, 1), (120, 1), (183, 1), (226, 1), (282, 1), (308, 1), (463, 1), (477, 1), (508, 1), (589, 1), (845, 1), (1870, 1), (2025, 1)]"
56884,56884,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2022.10.21,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
나이가들어가니 눈이 침침해져서 루테인을 챙겨먹는다고먹고있는데 어제품이 좋다고해서 몇번 구매해서 먹고있어요.별효과는 모르겠는데 꾸준히 먹으면 좋을것같아 열심히 먹고있어요.좋아지길 바랍니다!
상세보기
상세보기",3.0,댕댕이를사랑하는초이,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '나이', '들어가다', '침침하다', '루테인', '챙기다', '먹다', '먹다', '어제', '좋다', '하다', '몇번', '구매', '하다', '먹다', '효과', '모르다', '꾸준하다', '먹다', '좋다', '같다', '열심히', '먹다', '좋아지다', '바라다', '상세', '보기', '상세', '보기']",빨르다 나이 침침하다 루테인 좋다 몇번 구매 모르다 꾸준하다 좋다 좋아지다 바라다,"[(19, 2), (28, 1), (80, 1), (120, 1), (226, 1), (278, 1), (310, 1), (463, 1), (845, 1), (1110, 1), (1201, 1)]"
56889,56889,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2022.11.15,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘받았습니다맘에들어잘쓰겠습니다 어머니께서 꾸준히드시고계셔서전에구입한것이다드시고나서다시재구입합니다잘사용하겠습니다
상세보기
상세보기
상세보기",3.0,kth1***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '받다', '들다', '잘쓰다', '어머니', '꾸준하다', '들다', '서전', '구입', '들다', '나서다', '시재', '구입', '하다', '자다', '용하다', '상세', '보기', '상세', '보기', '상세', '보기']",잘쓰다 꾸준하다 서전 구입 나서다 시재 구입 용하다,"[(7, 1), (183, 2), (226, 1), (1411, 1), (2283, 1), (2284, 1), (2285, 1)]"
56952,56952,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2023.03.21,"유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요
잘받았습니다맘에들어잘쓰겠습니다 늘어머니가드시던거라이번에도재구입하？네요엉서니꺼서드시고나서는괜찮다고하시니자주구입하게되네요잘사용하겠습니다
상세보기
상세보기",3.0,kth1***,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통', '받다', '들다', '잘쓰다', '어머니', '들다', '이번', '재다', '입하', '서다', '들다', '나서다', '괜찮다', '하다', '자주', '구입', '되다', '자다', '용하다', '상세', '보기', '상세', '보기']",상태 잘쓰다 재다 입하 서다 나서다 괜찮다 자주 구입 용하다,"[(7, 1), (119, 1), (183, 1), (249, 1), (295, 1), (692, 1), (1411, 1), (1665, 1), (2283, 1), (2286, 1)]"
56997,56997,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2023.06.13,"유통기한 보통이에요 포장상태 포장이 별로예요 효과 효과 좋아요
배송날짜가 3일반나절 걸려서 너무 길었고  포장상태가  2개의 박스는 멀쩡한데 1개 박스가 완전히  찌그러져 있어서 무척 마음에 안 드네요...
상세보기
상세보기",3.0,owen****,"['유통', '기한', '보통', '포장', '상태', '포장', '별로', '효과', '효과', '좋다', '배송', '날짜', '걸리다', '너무', '길다', '포장', '상태', '박스', '멀쩡하다', '박스', '완전하다', '찌그러지다', '있다', '무척', '마음', '드네', '상세', '보기', '상세', '보기']",상태 별로 좋다 날짜 걸리다 길다 상태 박스 멀쩡하다 박스 완전하다 찌그러지다 무척 마음 드네,"[(0, 1), (13, 2), (19, 1), (42, 1), (295, 2), (654, 1), (910, 1), (1067, 1), (1139, 1), (1166, 1), (1177, 1), (1200, 1), (2287, 1)]"
57006,57006,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2022.08.12,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘받았습니다맘에들어잘쓰겠습니다 늘꾸준미어머니가드시는것이라거의다복용을해서다시주문했네요잘사용하게습니다
상세보기
상세보기",3.0,kth1***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '받다', '들다', '잘쓰다', '꾸다', '밉다', '어머니', '들다', '거의', '복용', '하다', '주문', '하다', '자다', '용하다', '상세', '보기', '상세', '보기']",잘쓰다 꾸다 밉다 복용 주문 용하다,"[(14, 1), (245, 1), (1069, 1), (1411, 1), (1758, 1), (2283, 1)]"
