,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,stopremoved_reviews,okt_reviews,mecab_reviews,replaced_review
13734,"Swanson 밀크 시슬 500mg 캡슐, 100정, 1개",2021.03.20,"2021/03/16
6420원에 구입

저렴해서 구매 해봤습니다.
근데 함량 따지면 나우푸드 사는게 더 나을것같아요
나우푸드는 300mg 에서 80% 라고 하면 240 이고
이건 500mg에서 몇 프로나오는지 적어놓지를 않았으니..
추측하자면 500프로에 20프로 함량이 나온다고 하면 100mg
그럼 두알씩 먹어야하면 130원
나우식품 300mg( 함량 240mg)한알 94원
저 계산이라면 나우식품 사먹는게 더 이익이네요

일단 두개다 먹어보고 리뷰 수정하겠습니다.
스완슨이 동물약 취급 받는다는 글도 마니 봤지만
쿠팡댓글들에는 나름 괜찮다고 하길래
호기심이 생긴 이유도 구입이유중 하나임
효과 좋으면 별점 하나씩 올리겠음
알약이 큰데 목넘기기 어렵지는 않음

로켓은 역시 로켓 겁나 빠름


20210325
역시 싼거는 이유가 있네요.
나우식품이랑 비교했을때 두알 먹어도 반응이 안옵니다.
민감한 체질이라서 나우 밀크시슬 먹었을때는 눈이 저절로 떠졌어요.
이건 두개 먹어도 효과없음
결론 나우가 진리",1.0,김*진 ,"2021/03/16
6420원에 구입

저렴해서 구매 해봤습니다.
근데 함량 따지면 나우푸드 사는게 더 나을것같아요
나우푸드는 300mg 에서 80% 라고 하면 240 이고
이건 500mg에서 몇 프로나오는지 적어놓지를 않았으니..
추측하자면 500프로에 20프로 함량이 나온다고 하면 100mg
그럼 두알씩 먹어야하면 130원
나우식품 300mg( 함량 240mg)한알 94원
저 계산이라면 나우식품 사먹는게 더 이익이네요

일단 두개다 먹어보고 리뷰 수정하겠습니다.
스완슨이 동물약 취급 받는다는 글도 마니 봤지만
쿠팡댓글들에는 나름 괜찮다고 하길래
호기심이 생긴 이유도 구입이유중 하나임
효과 좋으면 별점 하나씩 올리겠음
알약이 큰데 목넘기기 어렵지는 않음

로켓은 역시 로켓 겁나 빠름


20210325
역시 싼거는 이유가 있네요.
나우식품이랑 비교했을때 두알 먹어도 반응이 안옵니다.
민감한 체질이라서 나우 밀크시슬 먹었을때는 눈이 저절로 떠졌어요.
이건 두개 먹어도 효과없음
결론 나우가 진리",2021/03/16 6420원에 구입 저렴해서 구매 해봤습니다. 근데 함량 따지면 나우푸드 사는게 더 나을것같아요 나우푸드는 300mg 80% 라고 240 500mg에서 프로나오는지 적어놓지를 않았으니.. 추측하자면 500프로에 20프로 함량이 나온다고 100mg 두알씩 먹어야하면 130원 나우식품 300mg( 함량 240mg)한알 94원 계산이라면 나우식품 사먹는게 더 이익이네요 두개다 먹어보고 리뷰 수정하겠습니다. 스완슨이 동물약 취급 받는다는 글도 봤지만 쿠팡댓글들에는 괜찮다고 하길래 호기심이 생긴 이유도 구입이유중 하나임 좋으면 별점 하나씩 올리겠음 알약이 큰데 목넘기기 어렵지는 않음 로켓은 역시 로켓 겁나 빠름 20210325 역시 싼거는 이유가 있네요. 나우식품이랑 비교했을때 두알 먹어도 반응이 안옵니다. 민감한 체질이라서 나우 밀크시슬 먹었을때는 눈이 저절로 떠졌어요. 두개 먹어도 효과없음 결론 나우가 진리,구입 구매 함량 따다 나우 푸드 mg 프로 추측 하다 야하다 식품 계산 라면 이익 보고 리뷰 수정 스완슨 물약 취급 받다 쿠팡 댓글 호기심 이유 하나 좋다 알약 로켓 역시 싸다 비교 반응 민감하다 체질 밀크 시슬 먹다 저절로 효과 결론 진리,구입 구매 함량 따다 나우 푸드 mg 프로 추측 야하 식품 계산 라면 이익 보 리뷰 수정 스완슨 물약 취급 받 쿠팡 댓글 호기심 이유 하나 좋 알약 로켓 역시 싸 비교 반응 민감 체질 밀크 먹 저절로 효과 결론 진리,구입 구매 함량 따다 나우 푸드 mg 프로 추측 야하 식품 계산 라면 이익 보 리뷰 수정 스완슨 물약 취급 받 쿠팡 댓글 호기심 이유 하나 좋 알약 로켓 역시 싸 비교 반응 민감 체질 밀크 먹 저절로 효과 결론 진리
13742,"일양약품 프라임 밀크씨슬 플러스, 5개, 27g",2023.05.24,"무엇보다 알이 커서 목 넘김 이 힘들어요
오*가3 가 20 여년전에 첨 나왔을때 손가락 한마디 정도의 사이즈만해요 저는 주변인 들에게 막 퍼줬어요",2.0,김*현 ,"무엇보다 알이 커서 목 넘김 이 힘들어요
오*가3 가 20 여년전에 첨 나왔을때 손가락 한마디 정도의 사이즈만해요 저는 주변인 들에게 막 퍼줬어요",무엇보다 알이 커서 목 넘김 힘들어요 오*가3 가 20 여년전에 첨 나왔을때 손가락 정도의 사이즈만해요 저는 주변인 들에게 막 퍼줬어요,무엇 커서 넘김 년전 손가락 정도 사이즈 만해 주변인 퍼줬어,무엇 커서 넘김 손가락 정도 사이즈 만해 주변인,무엇 커서 넘김 손가락 정도 사이즈 만해 주변인
13969,"리얼닥터 간에 좋은 밀크씨슬에 플러스, 30정, 1개",2022.09.26,약에서 왜 응가 냄새가 나죠??????,2.0,i누구인가i ,약에서 왜 응가 냄새가 나죠??????,약에서 응가 냄새가 나죠??????,냄새,냄새,냄새
13999,"나우푸드 실리엄 허스크 500mg 캡슐, 200정, 1개",2022.12.09,"차전자피화이버가루를직접 먹으면
아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며
6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은
묽은설사 2번째부터~6은 모두
설사하였습니다 화장실가는도중
흘러내려 팬티를 2번모두 버렸습니다
교환환불시기를 놓쳐서 고민하다
예전에 먹던 미국정품내츄럴100%
화이버를 4통구입해서 현재 일주일에
세번정도먹는데 효과가 100%이며
먹기편한 컙슐을잘못선택한 자신을
백번후회했습니다 설사약보내신허스크
반품을 해주시든지 그것도못한다면
그냥가져가십시요 고생했습니다
집사람이 먹고 가슴이꽉막힌느낌이며
며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며
좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다
다른분들께서는 개고생 안하시길 바랍니다",1.0,김*태 ,"차전자피화이버가루를직접 먹으면
아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며
6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은
묽은설사 2번째부터~6은 모두
설사하였습니다 화장실가는도중
흘러내려 팬티를 2번모두 버렸습니다
교환환불시기를 놓쳐서 고민하다
예전에 먹던 미국정품내츄럴100%
화이버를 4통구입해서 현재 일주일에
세번정도먹는데 효과가 100%이며
먹기편한 컙슐을잘못선택한 자신을
백번후회했습니다 설사약보내신허스크
반품을 해주시든지 그것도못한다면
그냥가져가십시요 고생했습니다
집사람이 먹고 가슴이꽉막힌느낌이며
며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며
좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다
다른분들께서는 개고생 안하시길 바랍니다",차전자피화이버가루를직접 먹으면 아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며 6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은 묽은설사 2번째부터~6은 설사하였습니다 화장실가는도중 흘러내려 팬티를 2번모두 버렸습니다 교환환불시기를 놓쳐서 고민하다 예전에 먹던 미국정품내츄럴100% 화이버를 4통구입해서 일주일에 세번정도먹는데 효과가 100%이며 먹기편한 컙슐을잘못선택한 자신을 백번후회했습니다 설사약보내신허스크 반품을 해주시든지 그것도못한다면 그냥가져가십시요 고생했습니다 집사람이 먹고 가슴이꽉막힌느낌이며 며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며 좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다 다른분들께서는 개고생 안하시길 바랍니다,가루 직접 먹다 아주 쾌변 허스크 캡슐 구입 정도 하루 아침 많다 물 섭취 번복 용한 묽다 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 일주일 세번 효과 먹기 편하다 컙슐 잘못 선택 자신 후회 설사약 반품 해주시 그것 하다 그냥 고생 집사람 가슴 막히다 느낌 며칠 동안 소화 자체 황당하다 발상 본인 사람 똑같다 바보 다른 안,가루 직접 먹 아주 쾌변 허스 캡슐 구입 정도 하루 아침 많 물 섭취 번복 묽 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 주일 효과 먹 편하 컙슐 잘못 선택 자신 후회 설사약 반품 그것 하 그냥 고생 집사람 가슴 막히 느낌 며칠 동안 소화 자체 황당 발상 본인 사람 똑같 바보 다른 안,가루 직접 먹 아주 쾌변 허스 캡슐 구입 정도 하루 아침 많 물 섭취 번복 묽 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 주일 효과 먹 편하 컙슐 잘못 선택 자신 후회 설사약 반품 그것 하 그냥 고생 집사람 가슴 막히 느낌 며칠 동안 소화 자체 황당 발상 본인 사람 똑같 바보 다른 안
14044,"나우푸드 실리엄 허스크 500mg 캡슐, 200정, 1개",2022.12.09,"차전자피화이버가루를직접 먹으면
아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며
6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은
묽은설사 2번째부터~6은 모두
설사하였습니다 화장실가는도중
흘러내려 팬티를 2번모두 버렸습니다
교환환불시기를 놓쳐서 고민하다
예전에 먹던 미국정품내츄럴100%
화이버를 4통구입해서 현재 일주일에
세번정도먹는데 효과가 100%이며
먹기편한 컙슐을잘못선택한 자신을
백번후회했습니다 설사약보내신허스크
반품을 해주시든지 그것도못한다면
그냥가져가십시요 고생했습니다
집사람이 먹고 가슴이꽉막힌느낌이며
며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며
좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다
다른분들께서는 개고생 안하시길 바랍니다",1.0,김*태 ,"차전자피화이버가루를직접 먹으면
아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며
6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은
묽은설사 2번째부터~6은 모두
설사하였습니다 화장실가는도중
흘러내려 팬티를 2번모두 버렸습니다
교환환불시기를 놓쳐서 고민하다
예전에 먹던 미국정품내츄럴100%
화이버를 4통구입해서 현재 일주일에
세번정도먹는데 효과가 100%이며
먹기편한 컙슐을잘못선택한 자신을
백번후회했습니다 설사약보내신허스크
반품을 해주시든지 그것도못한다면
그냥가져가십시요 고생했습니다
집사람이 먹고 가슴이꽉막힌느낌이며
며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며
좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다
다른분들께서는 개고생 안하시길 바랍니다",차전자피화이버가루를직접 먹으면 아주굵게쾌변을 보는데 허스크캡슐을 3통구입해서 설마설마하며 6번정도 4알씩 하루에 아침에 많은물과섭취했는데 1째번복용한날은 묽은설사 2번째부터~6은 설사하였습니다 화장실가는도중 흘러내려 팬티를 2번모두 버렸습니다 교환환불시기를 놓쳐서 고민하다 예전에 먹던 미국정품내츄럴100% 화이버를 4통구입해서 일주일에 세번정도먹는데 효과가 100%이며 먹기편한 컙슐을잘못선택한 자신을 백번후회했습니다 설사약보내신허스크 반품을 해주시든지 그것도못한다면 그냥가져가십시요 고생했습니다 집사람이 먹고 가슴이꽉막힌느낌이며 며칠동안 소화가 안되여 개고생했습니다 차전자피를 캡슐로 만들었다는 자체가 황당한발상이며 좀편하게 먹겠다고 사는 본인이나 만든사람이나 똑같은 바보입니다 다른분들께서는 개고생 안하시길 바랍니다,가루 직접 먹다 아주 쾌변 허스크 캡슐 구입 정도 하루 아침 많다 물 섭취 번복 용한 묽다 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 일주일 세번 효과 먹기 편하다 컙슐 잘못 선택 자신 후회 설사약 반품 해주시 그것 하다 그냥 고생 집사람 가슴 막히다 느낌 며칠 동안 소화 자체 황당하다 발상 본인 사람 똑같다 바보 다른 안,가루 직접 먹 아주 쾌변 허스 캡슐 구입 정도 하루 아침 많 물 섭취 번복 묽 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 주일 효과 먹 편하 컙슐 잘못 선택 자신 후회 설사약 반품 그것 하 그냥 고생 집사람 가슴 막히 느낌 며칠 동안 소화 자체 황당 발상 본인 사람 똑같 바보 다른 안,가루 직접 먹 아주 쾌변 허스 캡슐 구입 정도 하루 아침 많 물 섭취 번복 묽 설사 화장실 가다 도중 팬티 모두 교환 환불 시기 고민 예전 미국 정품 내츄럴 화이 주일 효과 먹 편하 컙슐 잘못 선택 자신 후회 설사약 반품 그것 하 그냥 고생 집사람 가슴 막히 느낌 며칠 동안 소화 자체 황당 발상 본인 사람 똑같 바보 다른 안
14446,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2021.05.16,"배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요
비타민의  효능이 별로
장점은  잠이조금 개선",2.0,join******,"배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요
비타민의  효능이 별로
장점은  잠이조금 개선",배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요 비타민의 효능이 별로 장점은 잠이조금 개선,배송 보통 성능 별로 유통 기한 비타민 효능 장점 조금 개선,배송 보통 성능 별로 유통 기한 비타민 효능 장점 조금 개선,배송 보통 성능 별로 유통 기한 비타민 효능 장점 조금 개선
14448,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2021.05.10,"배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요
비타민의  효과를  못느낌",2.0,join******,"배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요
비타민의  효과를  못느낌",배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요 비타민의 효과를 못느낌,배송 보통 성능 별로 유통 기한 비타민 효과,배송 보통 성능 별로 유통 기한 비타민 효과,배송 보통 성능 별로 유통 기한 비타민 효과
14471,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2017.10.02,"가격 괜찮네요 배송 보통이에요
너무 냄새가 역햐오 ㅠㅠ",1.0,zkdn****,"가격 괜찮네요 배송 보통이에요
너무 냄새가 역햐오 ㅠㅠ",가격 괜찮네요 배송 보통이에요 냄새가 역햐오 ㅠㅠ,가격 배송 보통 냄새 역햐오,가격 배송 보통 냄새,가격 배송 보통 냄새
14522,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2013.08.07,복용 으로인한 몸살 부작용 인듯 어지럼고 시은땀이나고 온몸이기운이없음 나만이아닌 우리처도 같은증상,2.0,oh55**,복용 으로인한 몸살 부작용 인듯 어지럼고 시은땀이나고 온몸이기운이없음 나만이아닌 우리처도 같은증상,복용 으로인한 몸살 부작용 인듯 어지럼고 시은땀이나고 온몸이기운이없음 나만이아닌 우리처도 같은증상,복용 인하다 몸살 부작용 어지럼 은땀 이나고 온몸 기운 아니다 우리 같다 증상,복용 인하 몸살 부작용 어지럼 이나고 온몸 기운 아니 우리 같 증상,복용 인하 몸살 부작용 어지럼 이나고 온몸 기운 아니 우리 같 증상
14618,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2022.02.08,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
약냄새가 너무나지만 효과는있는듯해요",2.0,wlsd****,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
약냄새가 너무나지만 효과는있는듯해요",배송 보통이에요 성능 보통이에요 유통기한 보통이에요 약냄새가 너무나지만 효과는있는듯해요,배송 보통 성능 유통 기한 냄새 효과,배송 보통 성능 유통 기한 냄새 효과,배송 보통 성능 유통 기한 냄새 효과
14782,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2017.08.31,가격 안 싸네요 배송 느려요,2.0,rlad******,가격 안 싸네요 배송 느려요,가격 안 싸네요 배송 느려요,가격 안 배송,가격 안 배송,가격 안 배송
14865,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2017.04.26,가격 괜찮네요 배송 느려요,2.0,unbl****,가격 괜찮네요 배송 느려요,가격 괜찮네요 배송 느려요,가격 배송,가격 배송,가격 배송
14875,브리오 비타민B 컴플렉스 맥스 / 고함량 비타민B군 피로회복제 종합영양제 / 비오틴 엽산 판토텐산 B12,2017.04.05,"가격 괜찮네요 배송 보통이에요
만족합니다",2.0,bkwo****,"가격 괜찮네요 배송 보통이에요
만족합니다",가격 괜찮네요 배송 보통이에요 만족합니다,가격 배송 보통,가격 배송 보통,가격 배송 보통
15089,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2018.03.23,"배송 빨라요 맛 맛이 아쉬워요 유통기한 기한이 넉넉해요
비타민씨가 효과나 있는지 의문스럽네요 먹어도 좋은지 모르겠어요 ㅠ 믿음이 안갑니다
상세보기",2.0,hyeu*****,"배송 빨라요 맛 맛이 아쉬워요 유통기한 기한이 넉넉해요
비타민씨가 효과나 있는지 의문스럽네요 먹어도 좋은지 모르겠어요 ㅠ 믿음이 안갑니다
상세보기",배송 빨라요 맛 맛이 아쉬워요 유통기한 기한이 넉넉해요 비타민씨가 효과나 있는지 의문스럽네요 먹어도 좋은지 모르겠어요 ㅠ 믿음이 안갑니다,배송 유통 기한 비타민 효과 의문 믿음,배송 유통 기한 비타민 효과 의문 믿음,배송 유통 기한 비타민 효과 의문 믿음
15215,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2019.01.10,"배송 보통이에요 맛 맛이 아쉬워요 유통기한 보통이에요 효과 효과 별로예요
약을 맛으로 먹는사람도잇나 잘은모르겟지만 꾸준히먹어바야지",2.0,xlsd******,"배송 보통이에요 맛 맛이 아쉬워요 유통기한 보통이에요 효과 효과 별로예요
약을 맛으로 먹는사람도잇나 잘은모르겟지만 꾸준히먹어바야지",배송 보통이에요 맛 맛이 아쉬워요 유통기한 보통이에요 별로예요 약을 맛으로 먹는사람도잇나 잘은모르겟지만 꾸준히먹어바야지,배송 보통 유통 기한 별로 사람,배송 보통 유통 기한 별로 사람,배송 보통 유통 기한 별로 사람
15223,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2018.04.12,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요
효능은 별로인든 자연비티민이라는거 하나인든",2.0,wva2****,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요
효능은 별로인든 자연비티민이라는거 하나인든",배송 보통이에요 맛 보통이에요 유통기한 보통이에요 효능은 별로인든 자연비티민이라는거 하나인든,배송 보통 유통 기한 효능 별로 자연 티민 하나,배송 보통 유통 기한 효능 별로 자연 티민 하나,배송 보통 유통 기한 효능 별로 자연 티민 하나
15228,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2018.02.11,"배송 빨라요
4일먹어보았는데. 소변색은 노랗게나오고. 효과는 그다지 모르겠네요. 좀더먹어봐야 알겠네요.",2.0,엘크.꽃사슴,"배송 빨라요
4일먹어보았는데. 소변색은 노랗게나오고. 효과는 그다지 모르겠네요. 좀더먹어봐야 알겠네요.",배송 빨라요 4일먹어보았는데. 소변색은 노랗게나오고. 효과는 그다지 모르겠네요. 좀더먹어봐야 알겠네요.,배송 변색 효과 그다지 좀더,배송 변색 효과 그다지,배송 변색 효과 그다지
15239,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2017.04.19,"가격 싸게 샀어요 배송 느려요
최악이네",1.0,fogo**,"가격 싸게 샀어요 배송 느려요
최악이네",가격 싸게 샀어요 배송 느려요 최악이네,가격 배송 최악,가격 배송 최악,가격 배송 최악
15301,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2023.03.28,유통기한 기한이 짧아요 포장상태 포장이 별로예요 효과 효과 별로예요,1.0,bban****,유통기한 기한이 짧아요 포장상태 포장이 별로예요 효과 효과 별로예요,유통기한 기한이 짧아요 포장상태 포장이 별로예요 별로예요,유통 기한 포장 상태 별로,유통 기한 포장 상태 별로,유통 기한 포장 상태 별로
15338,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2021.11.30,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,1.0,7520***,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,배송 성능 유통 기한,배송 성능 유통 기한,배송 성능 유통 기한
15357,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2021.05.21,배송 빨라요 성능 성능이 별로예요 유통기한 기한이 짧아요,1.0,bokp***,배송 빨라요 성능 성능이 별로예요 유통기한 기한이 짧아요,배송 빨라요 성능 성능이 별로예요 유통기한 기한이 짧아요,배송 성능 별로 유통 기한,배송 성능 별로 유통 기한,배송 성능 별로 유통 기한
15573,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2017.04.12,가격 싸게 샀어요 배송 빨라요,2.0,sung****,가격 싸게 샀어요 배송 빨라요,가격 싸게 샀어요 배송 빨라요,가격 배송,가격 배송,가격 배송
15578,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2017.04.05,가격 안 싸네요 배송 보통이에요,1.0,alps**,가격 안 싸네요 배송 보통이에요,가격 안 싸네요 배송 보통이에요,가격 안 배송 보통,가격 안 배송 보통,가격 안 배송 보통
15608,뉴트리 미국 천연 비타민 피로회복 종합 멀티 영양제 90정 3개월,2017.02.27,"가격 괜찮네요 배송 보통이에요
좋아요",2.0,bkwo****,"가격 괜찮네요 배송 보통이에요
좋아요",가격 괜찮네요 배송 보통이에요 좋아요,가격 배송 보통,가격 배송 보통,가격 배송 보통
15873,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2017.08.03,"가격 안 싸네요 배송 빨라요
내가 확인 잘못했지만 사진만보고 주문함 받고보니 1병만 받음 넘 황당 꼭 사기당한 기분 사진 똑바로 올려주세요",1.0,lokh***,"가격 안 싸네요 배송 빨라요
내가 확인 잘못했지만 사진만보고 주문함 받고보니 1병만 받음 넘 황당 꼭 사기당한 기분 사진 똑바로 올려주세요",가격 안 싸네요 배송 빨라요 내가 확인 잘못했지만 사진만보고 주문함 받고보니 1병만 받음 넘 황당 꼭 사기당한 기분 사진 똑바로 올려주세요,가격 안 배송 확인 잘못 사진 보고 주문 황당 사기 기분 똑바로,가격 안 배송 확인 잘못 사진 보 주문 황당 사기 기분 똑바로,가격 안 배송 확인 잘못 사진 보 주문 황당 사기 기분 똑바로
15897,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2021.09.30,"배송 느려요 성능 보통이에요 유통기한 보통이에요
주문한것은 B9을 신청했는데 다른것이 와서 실망이네요. 그냥 ？겠습니다. 배송이 느리네요",1.0,배송빠르고 좋아요.,"배송 느려요 성능 보통이에요 유통기한 보통이에요
주문한것은 B9을 신청했는데 다른것이 와서 실망이네요. 그냥 ？겠습니다. 배송이 느리네요",배송 느려요 성능 보통이에요 유통기한 보통이에요 주문한것은 B9을 신청했는데 다른것이 와서 실망이네요. ？겠습니다. 배송이 느리네요,배송 성능 보통 유통 기한 신청 다르다 실망,배송 성능 보통 유통 기한 신청 다르 실망,배송 성능 보통 유통 기한 신청 다르 실망
16027,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2017.07.18,가격 안 싸네요 배송 보통이에요,2.0,lyh1***,가격 안 싸네요 배송 보통이에요,가격 안 싸네요 배송 보통이에요,가격 안 배송 보통,가격 안 배송 보통,가격 안 배송 보통
16104,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2016.12.25,가격 안 싸네요 배송 빨라요,2.0,my74***,가격 안 싸네요 배송 빨라요,가격 안 싸네요 배송 빨라요,가격 안 배송,가격 안 배송,가격 안 배송
16115,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2016.07.09,"가격 안 싸네요 배송 느려요
택배기사실수로다른곳에오배송되었구요!어디갔다준지기억이안난다는황당한답변들어습니다.기분나빠서 판매자한테전화해서 택배기사오배송과물건어디있는지모른다하니 환불해주고 택배기사한테 돈받으시라니깐 그걸왜나한테따지냐는식이네요! 이판매자상품은 못믿겠어요! 다신 구매안합니다!!",1.0,csi1***,"가격 안 싸네요 배송 느려요
택배기사실수로다른곳에오배송되었구요!어디갔다준지기억이안난다는황당한답변들어습니다.기분나빠서 판매자한테전화해서 택배기사오배송과물건어디있는지모른다하니 환불해주고 택배기사한테 돈받으시라니깐 그걸왜나한테따지냐는식이네요! 이판매자상품은 못믿겠어요! 다신 구매안합니다!!",가격 안 싸네요 배송 느려요 택배기사실수로다른곳에오배송되었구요!어디갔다준지기억이안난다는황당한답변들어습니다.기분나빠서 판매자한테전화해서 택배기사오배송과물건어디있는지모른다하니 환불해주고 택배기사한테 돈받으시라니깐 그걸왜나한테따지냐는식이네요! 이판매자상품은 못믿겠어요! 구매안합니다!!,가격 안 배송 택배 기사 실수 어디 준지 기억 이안 황당하다 답변 기분 판매 물건 환불 식이 상품 구매,가격 안 배송 택배 기사 실수 어디 준지 기억 이안 황당 답변 기분 판매 물건 환불 식이 상품 구매,가격 안 배송 택배 기사 실수 어디 준지 기억 이안 황당 답변 기분 판매 물건 환불 식이 상품 구매
